Reaction,Flux,Subsystem
EX_ac_LPAREN_e_RPAREN_,1.6488637620698632,
EX_thm_LPAREN_e_RPAREN_,0.0,
FRUURtex,0.0,"Transport, Outer Membrane Porin"
PUNP7_reverse,0.0,Nucleotide Salvage Pathway
MMCD,0.0,Alternate Carbon Metabolism
TMAtex_reverse,0.0,"Transport, Outer Membrane Porin"
GAL1PPpp,0.0,Alternate Carbon Metabolism
EAR100y,0.0,Cell Envelope Biosynthesis
NTPTP2,0.0,Nucleotide Salvage Pathway
DAGK161,0.0,Glycerophospholipid Metabolism
DAGK160,0.0,Glycerophospholipid Metabolism
PSD120,0.0,Glycerophospholipid Metabolism
DHPTPE_reverse,0.0,Cofactor and Prosthetic Group Biosynthesis
FEOXAMUtex,0.0,Inorganic Ion Transport and Metabolism
CDAPPA120,0.0,Glycerophospholipid Metabolism
ZN2abcpp,0.0,Inorganic Ion Transport and Metabolism
NO2tex_reverse,0.0,"Transport, Outer Membrane Porin"
PPK2r_reverse,0.00020103669318860393,Oxidative Phosphorylation
EX_acolipa_LPAREN_e_RPAREN_,0.0,
CUt3,0.0,"Transport, Outer Membrane"
METSOX1tex,0.0,"Transport, Outer Membrane Porin"
EX_dha_LPAREN_e_RPAREN_,0.0,
EX_fecrm_DASH_un_LPAREN_e_RPAREN_,0.0,
TAURtex,0.0,"Transport, Outer Membrane Porin"
2obut_and_pyr_to_3mop,0.2545016354587535,
BTNtex,0.0,"Transport, Outer Membrane Porin"
LIPOtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_tym_LPAREN_e_RPAREN_,0.0,
ACNML,0.0,Alternate Carbon Metabolism
NADN,0.0,Cofactor and Prosthetic Group Biosynthesis
GALCTD,0.0,Alternate Carbon Metabolism
TREH,0.0,Alternate Carbon Metabolism
MACPD,0.0,Membrane Lipid Metabolism
SPMDabcpp,0.0,"Transport, Inner Membrane"
ALDD4,0.0,Alternate Carbon Metabolism
LIPAabctex,0.0,Lipopolysaccharide Biosynthesis / Recycling
EX_man_LPAREN_e_RPAREN_,0.0,
GALTtex,0.0,"Transport, Outer Membrane Porin"
EX_o2_LPAREN_e_RPAREN__reverse,18.0,
CMtex,0.0,"Transport, Outer Membrane Porin"
4PCP,0.0,Murein Recycling
SO4tex_reverse,0.0,"Transport, Outer Membrane Porin"
TKT2,1.0584882530370576,Pentose Phosphate Pathway
TKT1,1.4233752602333853,Pentose Phosphate Pathway
HYXNtex,0.0,"Transport, Outer Membrane Porin"
UDPGLCURtex,0.0,"Transport, Outer Membrane Porin"
GLCATr,0.0,Alternate Carbon Metabolism
O2tpp_reverse,0.0,Inorganic Ion Transport and Metabolism
FE2t2pp,0.0,Inorganic Ion Transport and Metabolism
EX_no3_LPAREN_e_RPAREN_,0.0,
NTRIR4pp,0.0,Nitrogen Metabolism
SERAT,0.22344552315537047,Cysteine Metabolism
ASNtex,0.0,"Transport, Outer Membrane Porin"
EX_cgly_LPAREN_e_RPAREN_,0.0,
ADEt2rpp_reverse,0.0,"Transport, Inner Membrane"
GLYt2rpp_reverse,0.0,"Transport, Inner Membrane"
MCITL2_reverse,0.0,Alternate Carbon Metabolism
CRNDtex_reverse,0.0,"Transport, Outer Membrane Porin"
CYNTtex,0.0,"Transport, Outer Membrane Porin"
ACM6PH,0.0,Alternate Carbon Metabolism
ACALD,0.0,Pyruvate Metabolism
MANtex_reverse,0.0,"Transport, Outer Membrane Porin"
METDabcpp,0.0,"Transport, Inner Membrane"
ARAI_reverse,0.0,Alternate Carbon Metabolism
CBMKr_reverse,0.0,Unassigned
ACt2rpp,0.0,"Transport, Inner Membrane"
O16GLCT2,0.0,Lipopolysaccharide Biosynthesis / Recycling
MDDCP5pp,0.0,Murein Biosynthesis
23CCMPtex,0.0,"Transport, Outer Membrane Porin"
O16GLCT1,0.0,Lipopolysaccharide Biosynthesis / Recycling
GDPTPDP,0.0,Cofactor and Prosthetic Group Biosynthesis
GLYCK2,0.0,Glycine and Serine Metabolism
G6PDA,0.0,Alternate Carbon Metabolism
SPODMpp,0.0,Unassigned
MPTG2,0.0006067161189055177,Murein Biosynthesis
MLTG5,0.0,Alternate Carbon Metabolism
MLTG4,0.0,Alternate Carbon Metabolism
ACACCT,0.0,Alternate Carbon Metabolism
MLTG1,0.0,Alternate Carbon Metabolism
LPLIPAL2ATG181,0.0,Glycerophospholipid Metabolism
LPLIPAL2ATG180,0.0,Glycerophospholipid Metabolism
EX_glyb_LPAREN_e_RPAREN_,0.0,
DKGLCNR1,0.0,Alternate Carbon Metabolism
HXAND,0.0,Nucleotide Salvage Pathway
G1Ptex,0.0,"Transport, Outer Membrane Porin"
EX_so4_LPAREN_e_RPAREN_,0.0,
EX_halipa_LPAREN_e_RPAREN_,0.0,
GLCRtex,0.0,"Transport, Outer Membrane Porin"
H2St1pp,0.0,"Transport, Inner Membrane"
G3PIabcpp,0.0,"Transport, Inner Membrane"
FORCT_reverse,0.0,Alternate Carbon Metabolism
LDH_D,0.0,Pyruvate Metabolism
RBK,0.0,Alternate Carbon Metabolism
EX_udpacgal_LPAREN_e_RPAREN_,0.0,
ECAtpp,0.0,Lipopolysaccharide Biosynthesis / Recycling
OMCDC,0.3946611725144424,"Valine, Leucine, and Isoleucine Metabolism"
CBIuabcpp,0.0,"Transport, Inner Membrane"
SHK3Dr,0.33529314384519654,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
O16AUNDtpp,0.0,Lipopolysaccharide Biosynthesis / Recycling
G3PD5,0.0,Oxidative Phosphorylation
SARCOX,0.0,Glycine and Serine Metabolism
ACGAtex_reverse,0.0,"Transport, Outer Membrane Porin"
CYANtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_gdp_LPAREN_e_RPAREN_,0.0,
TYRTA,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
ACS,0.0,Pyruvate Metabolism
URItex,0.0,"Transport, Outer Membrane"
ME1,0.0,Anaplerotic Reactions
METOX2s,0.0,Methionine Metabolism
IMPtex,0.0,"Transport, Outer Membrane Porin"
GALCTNt2pp,0.0,"Transport, Inner Membrane"
EX_etha_LPAREN_e_RPAREN_,0.0,
14GLUCANabcpp,0.0,"Transport, Inner Membrane"
ASPT,0.0,Alanine and Aspartate Metabolism
EX_gua_LPAREN_e_RPAREN_,0.0,
FDMO,0.0,Inorganic Ion Transport and Metabolism
EX_hom_DASH_L_LPAREN_e_RPAREN_,0.0,
AGMt2pp,0.0,Murein Recycling
PROGLYabcpp,0.0,"Transport, Inner Membrane"
CLPNH160pp,0.0,Glycerophospholipid Metabolism
PYDXPP,0.0,Cofactor and Prosthetic Group Biosynthesis
EX_nh4_LPAREN_e_RPAREN__reverse,9.471513846981399,
CYSDtex_reverse,0.0,"Transport, Outer Membrane Porin"
NHFRBO,0.0,Nitrogen Metabolism
EAR60y,0.0,Cell Envelope Biosynthesis
CDAPPA161,0.0,Glycerophospholipid Metabolism
CDAPPA160,0.0,Glycerophospholipid Metabolism
RMNtex,0.0,"Transport, Outer Membrane Porin"
NTD1pp,0.0,Nucleotide Salvage Pathway
MLDCP2App,0.0,Murein Biosynthesis
AGPR_reverse,0.2951849712893155,Arginine and Proline Metabolism
DASYN120,0.0,Glycerophospholipid Metabolism
CYTBDpp,0.0,Oxidative Phosphorylation
EX_23cump_LPAREN_e_RPAREN_,0.0,
MTHFD,0.7636987310521061,Folate Metabolism
CLPNS141pp,0.0,Glycerophospholipid Metabolism
OXDHCOAT,0.0,Alternate Carbon Metabolism
TARTRDtex_reverse,0.0,"Transport, Outer Membrane Porin"
TRPS1,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
CD2t3pp,0.0,Inorganic Ion Transport and Metabolism
FE2t3pp,0.0,Inorganic Ion Transport and Metabolism
DHAtex,0.0,"Transport, Outer Membrane Porin"
DURIt2pp,0.0,"Transport, Inner Membrane"
PPPNtex_reverse,0.0,"Transport, Outer Membrane Porin"
DOXRBCNtex,0.0,"Transport, Outer Membrane Porin"
EX_3ump_LPAREN_e_RPAREN_,0.0,
2AGPEAT161,0.0,Glycerophospholipid Metabolism
2AGPEAT160,0.0,Glycerophospholipid Metabolism
TDP,0.0,Cofactor and Prosthetic Group Biosynthesis
UACGAMPpp,0.0,Alternate Carbon Metabolism
PPAt4pp,0.0,"Transport, Inner Membrane"
DADNtex_reverse,0.0,"Transport, Outer Membrane"
POR5_reverse,0.0,Pyruvate Metabolism
ARGtex_reverse,0.0,"Transport, Outer Membrane Porin"
TYROXDApp,0.0,Nitrogen Metabolism
COFACTOR_4,0.00022627896856654544,
EX_mn2_LPAREN_e_RPAREN_,0.0,
COFACTOR_6,0.0008537298136776345,
COFACTOR_7,0.005973404166240925,
NADDP,0.0,Cofactor and Prosthetic Group Biosynthesis
COFACTOR_1,0.004824880636526495,
COFACTOR_2,0.0004020733863772079,
CRNDtex,0.0,"Transport, Outer Membrane Porin"
GTPtex,0.0,"Transport, Outer Membrane Porin"
MAN6Ptex_reverse,0.0,"Transport, Outer Membrane Porin"
NOVBCNtpp,0.0,"Transport, Outer Membrane"
COFACTOR_8,2.7045295047794253e-06,
COFACTOR_9,0.00020103669319086618,
R1PK,0.0,Alternate Carbon Metabolism
AOBUTDs,0.0,Threonine and Lysine Metabolism
EX_acmum_LPAREN_e_RPAREN_,0.0,
EAR181y,0.0,Cell Envelope Biosynthesis
MDDCP4pp,0.004851024421739363,Murein Biosynthesis
NTD9pp,0.0,Nucleotide Salvage Pathway
CYANSTpp,0.0,Inorganic Ion Transport and Metabolism
HSDy,0.0,Threonine and Lysine Metabolism
XYLK2,0.0,Alternate Carbon Metabolism
NOtpp,0.0,Inorganic Ion Transport and Metabolism
TKT1_reverse,0.0,Pentose Phosphate Pathway
FE2abcpp,0.0,Inorganic Ion Transport and Metabolism
EX_lyx_DASH_L_LPAREN_e_RPAREN_,0.0,
NMNDA,0.0,Cofactor and Prosthetic Group Biosynthesis
ASO3tex_reverse,0.0,"Transport, Outer Membrane Porin"
THMDt2rpp_reverse,0.0,"Transport, Inner Membrane"
DCMPtex,0.0,"Transport, Outer Membrane Porin"
CDAPPA181,0.0,Glycerophospholipid Metabolism
CDAPPA180,0.0,Glycerophospholipid Metabolism
TYRTA_reverse,0.12099704400449178,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
FUCtex,0.0,"Transport, Outer Membrane Porin"
PGMT,0.0,Alternate Carbon Metabolism
EX_co2_LPAREN_e_RPAREN_,19.834272311300438,
DHFR_reverse,0.0,Cofactor and Prosthetic Group Biosynthesis
ANHGMtex,0.0,"Transport, Outer Membrane Porin"
EX_26dap_DASH_M_LPAREN_e_RPAREN_,0.0,
EX_malt_LPAREN_e_RPAREN_,0.0,
GLYALDtex_reverse,0.0,"Transport, Outer Membrane Porin"
GLYCLTtex,0.0,"Transport, Outer Membrane Porin"
SUCTARTtpp,0.0,"Transport, Inner Membrane"
ZNabcpp,0.0,Inorganic Ion Transport and Metabolism
LPLIPAL2ATE141,0.0,Glycerophospholipid Metabolism
EX_ttrcyc_LPAREN_e_RPAREN_,0.0,
EX_g3pi_LPAREN_e_RPAREN_,0.0,
DHPTDNR,0.0,Alternate Carbon Metabolism
EX_pro_DASH_L_LPAREN_e_RPAREN_,0.0,
ACGAL1Ptex_reverse,0.0,"Transport, Outer Membrane Porin"
FRUURt2rpp,0.0,"Transport, Inner Membrane"
ADNtex,0.0,"Transport, Outer Membrane"
PYDXtex,0.0,"Transport, Outer Membrane Porin"
LPLIPAL1E141pp,0.0,Glycerophospholipid Metabolism
FACOAE60,0.0,Cell Envelope Biosynthesis
DHBSH,0.0,Cofactor and Prosthetic Group Biosynthesis
M1PD_reverse,0.0,Alternate Carbon Metabolism
GLYOX3,0.0,Methylglyoxal Metabolism
ACACT4r,0.0,Membrane Lipid Metabolism
GLYCLTt2rpp_reverse,0.0,"Transport, Inner Membrane"
PPTHpp,0.0,Unassigned
EX_cobalt2_LPAREN_e_RPAREN__reverse,2.1636236038235402e-05,
PLIPA1E180pp,0.0,Glycerophospholipid Metabolism
METSOXR2,0.0,Methionine Metabolism
ARGORNt7pp,0.0,"Transport, Inner Membrane"
METSOXR1,0.0,Methionine Metabolism
PLIPA1G140pp,0.0,Glycerophospholipid Metabolism
DAPE_reverse,0.0,Threonine and Lysine Metabolism
Ec_biomass_iJO1366_core_53p95M,0.0,
FACOAL80t2pp,0.0,Cell Envelope Biosynthesis
FACOAE80,0.0,Cell Envelope Biosynthesis
TRE6PH,0.0,Alternate Carbon Metabolism
TRE6PP,0.0,Alternate Carbon Metabolism
TRE6PS,0.0,Alternate Carbon Metabolism
THRt4pp,0.004464276702555905,"Transport, Inner Membrane"
RNDR4b,0.0,Nucleotide Salvage Pathway
GALtex,0.0,"Transport, Outer Membrane Porin"
SUCOAS_reverse,2.858237754686172,Citric Acid Cycle
4PCPpp,0.0,Murein Recycling
FRUptspp,0.0,"Transport, Inner Membrane"
HEXt2rpp_reverse,0.0,"Transport, Inner Membrane"
3OAR180,0.0,Cell Envelope Biosynthesis
TMDPP,0.0,Nucleotide Salvage Pathway
G3PAT140,0.0,Glycerophospholipid Metabolism
G3PAT141,0.0,Glycerophospholipid Metabolism
PEAMNtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_glyald_LPAREN_e_RPAREN_,0.0,
EX_glc_LPAREN_e_RPAREN__reverse,10.0,
CITtex,0.0,"Transport, Outer Membrane Porin"
RPE_reverse,0.0,Pentose Phosphate Pathway
PTAr,1.1155368542962059,Pyruvate Metabolism
GUACYC,0.0,Nucleotide Salvage Pathway
4HTHRS,0.0,Cofactor and Prosthetic Group Biosynthesis
PYDAMtex_reverse,0.0,"Transport, Outer Membrane Porin"
CMPN,0.0,Nucleotide Salvage Pathway
ALPATE160pp,0.0,Unassigned
MMM,0.0,Alternate Carbon Metabolism
DCYTtex_reverse,0.0,"Transport, Outer Membrane"
PTA2,0.0,Alternate Carbon Metabolism
EX_fe3dhbzs_LPAREN_e_RPAREN_,0.0,
EX_thr_DASH_L_LPAREN_e_RPAREN_,0.0,
XYLUt2pp,0.0,"Transport, Inner Membrane"
HYD3pp,0.0,Oxidative Phosphorylation
GLBRAN2,0.0,Glycolysis/Gluconeogenesis
GHBDHx_reverse,0.0,Arginine and Proline Metabolism
ALAt2rpp_reverse,0.0,"Transport, Inner Membrane"
UDPGDC,0.0,Lipopolysaccharide Biosynthesis / Recycling
NTD10pp,0.0,Nucleotide Salvage Pathway
CITt7pp,0.0,"Transport, Inner Membrane"
ORNtex_reverse,0.0,"Transport, Outer Membrane Porin"
PROabcpp,0.0,"Transport, Inner Membrane"
LPLIPAL1G120pp,0.0,Glycerophospholipid Metabolism
G6Ptex_reverse,0.0,"Transport, Outer Membrane Porin"
FE3DCITabcpp,0.0,Inorganic Ion Transport and Metabolism
TAURabcpp,0.0,"Transport, Inner Membrane"
NOtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_progly_LPAREN_e_RPAREN_,0.0,
ASPtex_reverse,0.0,"Transport, Outer Membrane Porin"
ADNt2rpp,0.0,"Transport, Inner Membrane"
EX_cyan_LPAREN_e_RPAREN_,0.0,
23PDE7pp,0.0,Nucleotide Salvage Pathway
PLIPA2E181pp,0.0,Glycerophospholipid Metabolism
ADK3_reverse,0.0,Nucleotide Salvage Pathway
EAR80y,0.0,Cell Envelope Biosynthesis
23CUMPtex,0.0,"Transport, Outer Membrane Porin"
NDPK4_reverse,0.0,Nucleotide Salvage Pathway
L_DASH_LACtex_reverse,0.0,"Transport, Outer Membrane Porin"
PETNT181pp,0.0,Lipopolysaccharide Biosynthesis / Recycling
MG2t3_2pp,0.007440160667648198,Inorganic Ion Transport and Metabolism
PMANM,0.0,Alternate Carbon Metabolism
GSNtex_reverse,0.0,"Transport, Outer Membrane Porin"
PIt2rpp,0.8358312374126866,Inorganic Ion Transport and Metabolism
ACMANAptspp,0.0,"Transport, Inner Membrane"
GSNK,0.0,Nucleotide Salvage Pathway
MDH,4.23703484302757,Citric Acid Cycle
EX_gly_LPAREN_e_RPAREN_,0.0,
QUINDH_reverse,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
NAt3_1p5pp,0.0,Inorganic Ion Transport and Metabolism
EX_o2s_LPAREN_e_RPAREN_,0.0,
NMNPtpp,0.0,"Transport, Inner Membrane"
EX_cpgn_DASH_un_LPAREN_e_RPAREN_,0.0,
ASPK,0.9431073017296525,Threonine and Lysine Metabolism
EX_idon_DASH_L_LPAREN_e_RPAREN_,0.0,
2AGPA180tipp,0.0,"Transport, Inner Membrane"
EX_gbbtn_LPAREN_e_RPAREN_,0.0,
EX_co_LPAREN_e_RPAREN_,0.00020103669318860393,
EX_dcmp_LPAREN_e_RPAREN_,0.0,
CYSTRS,0.0,tRNA Charging
CYNTtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_glcur_LPAREN_e_RPAREN_,0.0,
PLIPA2G160pp,0.0,Glycerophospholipid Metabolism
PPKr,0.0,Oxidative Phosphorylation
PLIPA1G141pp,0.0,Glycerophospholipid Metabolism
MOBDtex_reverse,0.0,"Transport, Outer Membrane Porin"
BTNtex_reverse,0.0,"Transport, Outer Membrane Porin"
MG2tpp,0.0,Inorganic Ion Transport and Metabolism
MAN6Pt6_2pp,0.0,"Transport, Inner Membrane"
PLIPA1G181pp,0.0,Glycerophospholipid Metabolism
ABUTtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_for_LPAREN_e_RPAREN_,0.0,
METSOX1abcpp,0.0,"Transport, Inner Membrane"
LCTStex,0.0,"Transport, Outer Membrane Porin"
EX_gal_LPAREN_e_RPAREN_,0.0,
DURADx,0.0,Nucleotide Salvage Pathway
FADRx2,0.0,Cofactor and Prosthetic Group Biosynthesis
DGSNtex_reverse,0.0,"Transport, Outer Membrane Porin"
DHNPTE_reverse,0.0,Cofactor and Prosthetic Group Biosynthesis
EX_ade_LPAREN_e_RPAREN_,0.0,
NADH9,0.0,Oxidative Phosphorylation
XMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
MALTATr,0.0,Alternate Carbon Metabolism
DHNPTE,0.0,Cofactor and Prosthetic Group Biosynthesis
EAR180x,0.0,Cell Envelope Biosynthesis
EAR180y,0.0,Cell Envelope Biosynthesis
CLPNH120pp,0.0,Glycerophospholipid Metabolism
EX_glcn_LPAREN_e_RPAREN_,0.0,
EX_h2s_LPAREN_e_RPAREN_,0.0,
FE3HOXtonex,0.0,"Transport, Outer Membrane"
FEOXAMR2,0.0,Inorganic Ion Transport and Metabolism
FEOXAMR3,0.0,Inorganic Ion Transport and Metabolism
EX_adocbl_LPAREN_e_RPAREN_,0.0,
FEOXAMR1,0.0,Inorganic Ion Transport and Metabolism
ACt4pp,0.0,"Transport, Inner Membrane"
EX_csn_LPAREN_e_RPAREN_,0.0,
NTP5,0.0,Nucleotide Salvage Pathway
EX_isetac_LPAREN_e_RPAREN_,0.0,
H2O2tex,0.0,"Transport, Outer Membrane Porin"
imp_to_gmp,0.21325756051086725,
PHEt2rpp_reverse,0.0,"Transport, Inner Membrane"
OROTtex,0.0,"Transport, Outer Membrane Porin"
GLYBtex_reverse,0.0,"Transport, Outer Membrane Porin"
MLTGY4pp,0.0,Murein Recycling
ADPRDP,0.0,Nucleotide Salvage Pathway
ACOATA,0.0,Membrane Lipid Metabolism
SUCOAS,0.0,Citric Acid Cycle
APCS,0.0,Arginine and Proline Metabolism
TMAOR2,0.0,Oxidative Phosphorylation
FE2tpp,0.013997743206903378,Inorganic Ion Transport and Metabolism
PUNP3_reverse,0.0,Nucleotide Salvage Pathway
INSTtex,0.0,"Transport, Outer Membrane Porin"
CD2tex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_maltttr_LPAREN_e_RPAREN_,0.0,
OCBT_reverse,0.0,Arginine and Proline Metabolism
EX_dump_LPAREN_e_RPAREN_,0.0,
ACACt2pp,0.0,"Transport, Inner Membrane"
ICYSDS,0.0015911648586452293,Cofactor and Prosthetic Group Biosynthesis
LPLIPAL1A140pp,0.0,Glycerophospholipid Metabolism
HCYSMT2,0.0,Methionine Metabolism
GHMT2r_reverse,0.0,Glycine and Serine Metabolism
EX_o2_LPAREN_e_RPAREN_,0.0,
MTHFC_reverse,0.0,Folate Metabolism
CTBTabcpp,0.0,"Transport, Inner Membrane"
DDCAtexi,0.0,"Transport, Outer Membrane"
ALCD19_reverse,0.0,Alternate Carbon Metabolism
NTP3pp,0.0,Nucleotide Salvage Pathway
GLUABUTt7pp,0.0,"Transport, Inner Membrane"
ASO3t8pp,0.0,"Transport, Inner Membrane"
GLCURtex_reverse,0.0,"Transport, Outer Membrane Porin"
CYSS,0.22344552315537047,Cysteine Metabolism
2AGPGAT160,0.0,Glycerophospholipid Metabolism
FEOXAMexs,0.0,Inorganic Ion Transport and Metabolism
GUAtpp_reverse,0.0,"Transport, Inner Membrane"
HEXt2rpp,0.0,"Transport, Inner Membrane"
EX_acser_LPAREN_e_RPAREN_,0.0,
ANHMK,0.0,Murein Recycling
DIMPtex,0.0,"Transport, Outer Membrane Porin"
CBMKr,0.5478871931175557,Unassigned
ADK1,2.0029628316117605,Nucleotide Salvage Pathway
INSt2rpp,0.0,"Transport, Inner Membrane"
DCAtex,0.0,"Transport, Outer Membrane Porin"
ASNt2rpp,0.0,"Transport, Inner Membrane"
NACtex,0.0,"Transport, Outer Membrane Porin"
ACALDtex,0.0,"Transport, Outer Membrane Porin"
GLYCtpp_reverse,0.005782284081218411,"Transport, Inner Membrane"
GALCTt2rpp_reverse,0.0,"Transport, Inner Membrane"
HOPNTAL,0.0,Alternate Carbon Metabolism
CLIPAabctex,0.0,Lipopolysaccharide Biosynthesis / Recycling
GUI1_reverse,0.0,Alternate Carbon Metabolism
EX_feenter_LPAREN_e_RPAREN_,0.0,
OMPHHX3,0.0,Cofactor and Prosthetic Group Biosynthesis
ALDD19xr,0.0,Alternate Carbon Metabolism
IPDDI,0.0,Cofactor and Prosthetic Group Biosynthesis
ACKr_reverse,1.1155368542962059,Pyruvate Metabolism
LCTStpp,0.0,"Transport, Inner Membrane"
DURIPP,0.0,Nucleotide Salvage Pathway
G3PItex,0.0,"Transport, Outer Membrane Porin"
DALAt2pp,0.021890461811684664,"Transport, Inner Membrane"
SBTPD_reverse,0.0,Alternate Carbon Metabolism
EX_imp_LPAREN_e_RPAREN_,0.0,
DAPDC,0.3006066514365633,Threonine and Lysine Metabolism
chor_and_prpp_to_3ig3p,0.04979399422232892,
HISt2rpp_reverse,0.0,"Transport, Inner Membrane"
ptrc_to_4abut_2,0.0,
TAURtex_reverse,0.0,"Transport, Outer Membrane Porin"
MALDtex,0.0,"Transport, Outer Membrane Porin"
ISETACtex,0.0,"Transport, Outer Membrane Porin"
COtpp,0.00020103669318860393,
SPMS,0.006079782326744148,Arginine and Proline Metabolism
UDPGLCURtex_reverse,0.0,"Transport, Outer Membrane Porin"
Zn2tex_reverse,0.0,"Transport, Outer Membrane Porin"
HYXNtpp_reverse,0.0,"Transport, Inner Membrane"
ATPS4rpp,57.96831599609188,Oxidative Phosphorylation
PPPNt2rpp,0.0,"Transport, Inner Membrane"
PYDAMtpp,0.0,"Transport, Inner Membrane"
ACGAM1Ptex,0.0,"Transport, Outer Membrane Porin"
NTP3,0.0,Nucleotide Salvage Pathway
NTP1,0.0,Nucleotide Salvage Pathway
EX_urea_LPAREN_e_RPAREN_,0.0,
DAGK181,0.0,Glycerophospholipid Metabolism
EX_glyc_DASH_R_LPAREN_e_RPAREN_,0.0,
MINCYCtpp,0.0,"Transport, Outer Membrane"
PA120abcpp,0.0,"Transport, Inner Membrane"
FUM,4.237524362867933,Citric Acid Cycle
OCTNLL,0.0,Cofactor and Prosthetic Group Biosynthesis
IDOND_reverse,0.0,Alternate Carbon Metabolism
HOMtex_reverse,0.0,"Transport, Outer Membrane Porin"
DAPE,0.3254675881543307,Threonine and Lysine Metabolism
PROt4pp,0.0,"Transport, Inner Membrane"
TDPAGTA,0.0,Cell Envelope Biosynthesis
14GLUCANtexi,0.0,"Transport, Outer Membrane"
NO3t7pp,0.0,Inorganic Ion Transport and Metabolism
GLTPD_reverse,0.0,Alternate Carbon Metabolism
ABUTtex,0.0,"Transport, Outer Membrane Porin"
EX_3hpp_LPAREN_e_RPAREN_,0.0,
FRULYSDG,0.0,Alternate Carbon Metabolism
LYStex,0.0,"Transport, Outer Membrane Porin"
GPDDA1pp,0.0,Glycerophospholipid Metabolism
AGM4PApp,0.0,Murein Recycling
EX_uri_LPAREN_e_RPAREN_,0.0,
GLCATr_reverse,0.0,Alternate Carbon Metabolism
GTHOXtex,0.0,"Transport, Outer Membrane Porin"
GTHOr_reverse,0.0,Cofactor and Prosthetic Group Biosynthesis
CCGS,0.0,Cofactor and Prosthetic Group Biosynthesis
ACPS1,0.0,Cofactor and Prosthetic Group Biosynthesis
IPPMIa,0.0,"Valine, Leucine, and Isoleucine Metabolism"
LPLIPAL1A141pp,0.0,Glycerophospholipid Metabolism
HCINNMt2rpp,0.0,"Transport, Inner Membrane"
EX_mg2_LPAREN_e_RPAREN__reverse,0.007440160667648198,
ACACT5r,0.0,Membrane Lipid Metabolism
EX_metsox_DASH_R_DASH_L_LPAREN_e_RPAREN_,0.0,
3HAD180,0.0,Cell Envelope Biosynthesis
ALCD2x_reverse,0.0,Pyruvate Metabolism
ASNNpp,0.0,Alanine and Aspartate Metabolism
SERtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_pyr_LPAREN_e_RPAREN_,0.0,
FRD2,0.0,Citric Acid Cycle
FRD3,0.0,Citric Acid Cycle
PACALDt2rpp,0.0,"Transport, Inner Membrane"
DMSOtex,0.0,"Transport, Outer Membrane Porin"
EX_mnl_LPAREN_e_RPAREN_,0.0,
PLIPA1A180pp,0.0,Glycerophospholipid Metabolism
ALAGLUE,0.0,Murein Recycling
HISt2rpp,0.0,"Transport, Inner Membrane"
F6Ptex,0.0,"Transport, Outer Membrane Porin"
FE3DHBZSabcpp,0.0,Inorganic Ion Transport and Metabolism
H2Otpp_reverse,43.100249715527184,"Transport, Inner Membrane"
PGSA120,0.0,Glycerophospholipid Metabolism
CELLENV_11,0.28233665312194334,
CELLENV_10,0.11670315266073698,
ASR,0.0,Inorganic Ion Transport and Metabolism
FACOAL181t2pp,0.0,Cell Envelope Biosynthesis
5DGLCNt2rpp,0.0,"Transport, Inner Membrane"
OROTt2_2pp,0.0,"Transport, Inner Membrane"
ALCD19,0.0,Alternate Carbon Metabolism
ALLabcpp,0.0,"Transport, Inner Membrane"
L_DASH_LACtex,0.0,"Transport, Outer Membrane Porin"
FRULYSK,0.0,Alternate Carbon Metabolism
CLtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_glyc3p_LPAREN_e_RPAREN_,0.0,
FRULYSE,0.0,Alternate Carbon Metabolism
L_DASH_LACt2rpp_reverse,0.0,"Transport, Inner Membrane"
GLCt2pp,0.0,"Transport, Inner Membrane"
TRPAS2,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
LIPAabcpp,0.0,Lipopolysaccharide Biosynthesis / Recycling
GALCTNtex,0.0,"Transport, Outer Membrane Porin"
EX_ppal_LPAREN_e_RPAREN_,0.0,
IMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
UGLT_reverse,0.0,Alternate Carbon Metabolism
LEUabcpp,0.0,"Transport, Inner Membrane"
HYPOE,0.0,Cofactor and Prosthetic Group Biosynthesis
MAN6Ptex,0.0,"Transport, Outer Membrane Porin"
GALM2pp,0.0,Alternate Carbon Metabolism
ARGAGMt7pp_reverse,0.0,"Transport, Inner Membrane"
L_DASH_LACt2rpp,0.0,"Transport, Inner Membrane"
EX_pser_DASH_L_LPAREN_e_RPAREN_,0.0,
ACPPAT181,0.0,Glycerophospholipid Metabolism
