mapping_id,rxn_id_modified,rxn_id,rxn_description,used_,comments_,reactants_elements_tracked,products_elements_tracked,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
full01,UGLT,UGLT,,TRUE,individual,C,C,1*udpg_c+1*gal1p_c,abcdefghijklmno+pqrstu,1*udpgal_c+1*g1p_c,abcdefghipqrstu+jklmno
full01,UGLT_reverse,UGLT_reverse,,TRUE,individual,C,C,1*udpgal_c+1*g1p_c,abcdefghijklmno+pqrstu,1*udpg_c+1*gal1p_c,abcdefghipqrstu+jklmno
full01,UMPK_reverse_Abbreviated,UMPK_reverse,,FALSE,individual,C,C,,,,
full01,UMPK_reverse,UMPK_reverse,,TRUE,individual,C,C,1*udp_c+1*adp_c,abcdefghi+jklmnopqrs,1*ump_c+1*atp_c,abcdefghi+jklmnopqrs
full01,UPPRT_Abbreviated,UPPRT,,FALSE,individual,C,C,1*prpp_c,abcde,,
full01,UPPRT,UPPRT,,TRUE,individual,C,C,1*ura_c+1*prpp_c,abcd+efghi,1*ump_c,abcdefghi
full01,URIH,URIH,,TRUE,individual,C,C,,,,
full01,URIK2_Abbreviated,URIK2,uridine kinase (GTP:Uridine),FALSE,individual,C,C,,,,
full01,URIK2,URIK2,uridine kinase (GTP:Uridine),TRUE,individual,C,C,1*gtp_c+1*uri_c,abcdefghij+klmnopqrs,1*gdp_c+1*ump_c,abcdefghij+klmnopqrs
full01,VITB6,VITB6,"['E4PD','PERD','OHPBAT','PDX5PS','PDX5PO2']",TRUE,combo,C,C,1*e4p_c+1*glu_DASH_L_c,abcd+efghi,1*akg_c+1*co2_c,efghi+a
full01,VPAMTr,VPAMTr,Valine-pyruvate aminotransferase,TRUE,individual,C,C,1*3mob_c+1*ala_DASH_L_c,abcde+fgh,1*pyr_c+1*val_DASH_L_c,fgh+abcde
full01,VPAMTr_reverse,VPAMTr_reverse,,TRUE,individual,C,C,1*pyr_c+1*val_DASH_L_c,abc+defgh,1*3mob_c+1*ala_DASH_L_c,defgh+abc
full01,XPPT_Abbreviated,XPPT,,FALSE,individual,C,C,1*prpp_c,abcde,,
full01,XPPT,XPPT,,TRUE,individual,C,C,1*xan_c+1*prpp_c,abcde+fghij,1*xmp_c,abcdefghij
full01,XTSNH_Abbreviated,XTSNH,Xanthosine hydrolase,FALSE,individual,C,C,,,,
full01,XTSNH,XTSNH,Xanthosine hydrolase,TRUE,individual,C,C,1*xtsn_c,abcdefghij,1*rib_DASH_D_c+1*xan_c,abcde+fghij
full01,XYLI1,XYLI1,,TRUE,individual,C,C,1*xyl_DASH_D_c,abcde,1*xylu_DASH_D_c,abcde
full01,XYLI1_reverse,XYLI1_reverse,,TRUE,individual,C,C,1*xylu_DASH_D_c,abcde,1*xyl_DASH_D_c,abcde
full01,XYLI2,XYLI2,,TRUE,individual,C,C,1*glc_DASH_D_c,abcdef,1*fru_c,abcdef
full01,XYLI2_reverse,XYLI2_reverse,,TRUE,individual,C,C,1*fru_c,abcdef,1*glc_DASH_D_c,abcdef
full01,NTPP6_Abbreviated,NTPP6,,FALSE,modified,C,C,,,,
full01,NTPP6,NTPP6,,TRUE,modified,C,C,1*atp_c,abcdefghij,1*amp_c,abcdefghij
full01,OCBT,OCBT,,TRUE,individual,C,C,1*cbp_c+1*orn_c,a+bcdef,1*citr_DASH_L_c,bcdefa
full01,OCBT_reverse,OCBT_reverse,,TRUE,individual,C,C,1*citr_DASH_L_c,bcdefa,1*cbp_c+1*orn_c,a+bcdef
full01,OMCDC,OMCDC,,TRUE,individual,C,C,1*3c4mop_c,abcdefg,1*4mop_c+1*co2_c,abcdeg+f
full01,ORNDC,ORNDC,,TRUE,individual,C,C,1*orn_c,abcde,1*co2_c+0.5*ptrc_c+0.5*ptrc_c,a+bcde+edcb
full01,P5CD,P5CD,,TRUE,individual,C,C,1*1pyr5c_c,abcde,1*glu_DASH_L_c,abcde
full01,P5CR,P5CR,,TRUE,individual,C,C,1*1pyr5c_c,abcde,1*pro_DASH_L_c,abcde
full01,PDH,PDH,,TRUE,individual,C,C,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+abc,1*accoa_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTUbc+a
full01,PDH_coaNEG,PDH,,FALSE,individual,C,C,1*pyr_c,abc,1*accoa_c+1*co2_c,bc+a
full01,PFK,PFK,,TRUE,individual,C,C,1*f6p_c,abcdef,1*fdp_c,abcdef
full01,PFL,PFL,,TRUE,individual,C,C,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+abc,1*accoa_c+1*for_c,ABCDEFGHIJKLMNOPQRSTUbc+a
full01,PFL_coaNEG,PFL,,FALSE,individual,C,C,1*pyr_c,abc,1*accoa_c+1*for_c,bc+a
full01,PGI,PGI,,TRUE,individual,C,C,1*g6p_c,abcdef,1*f6p_c,abcdef
full01,PGI_reverse,PGI_reverse,,TRUE,individual,C,C,1*f6p_c,abcdef,1*g6p_c,abcdef
full01,PGK,PGK,,TRUE,individual,C,C,1*3pg_c,abc,1*13dpg_c,abc
full01,PGK_reverse,PGK_reverse,,TRUE,individual,C,C,1*13dpg_c,abc,1*3pg_c,abc
full01,PGL,PGL,,TRUE,individual,C,C,1*6pgl_c,abcdef,1*6pgc_c,abcdef
full01,PGM,PGM,,TRUE,individual,C,C,1*2pg_c,abc,1*3pg_c,abc
full01,PGM_reverse,PGM_reverse,,TRUE,individual,C,C,1*3pg_c,abc,1*2pg_c,abc
full01,PGMT,PGMT,,TRUE,individual,C,C,1*g1p_c,abcdef,1*g6p_c,abcdef
full01,PGMT_reverse,PGMT_reverse,,TRUE,individual,C,C,1*g6p_c,abcdef,1*g1p_c,abcdef
full01,PHETA1,PHETA1,,TRUE,individual,C,C,1*akg_c+1*phe_DASH_L_c,abcde+fghijklmn,1*glu_DASH_L_c+0.5*phpyr_c+0.5*phpyr_c,abcde+fghijklmn+fghinmlkj
full01,PHETA1_reverse,PHETA1_reverse,,TRUE,individual,C,C,1*glu_DASH_L_c+0.5*phpyr_c+0.5*phpyr_c,abcde+fghijklmn+fghinmlkj,1*akg_c+1*phe_DASH_L_c,abcde+fghijklmn
full01,POX,POX,,TRUE,individual,C,C,1*pyr_c,abc,1*ac_c+1*co2_c,bc+a
full01,PPC,PPC,,TRUE,individual,C,C,1*co2_c+1*pep_c,a+bcd,1*oaa_c,bcda
full01,PPCK,PPCK,,TRUE,individual,C,C,1*oaa_c,abcd,1*co2_c+1*pep_c,d+abc
full01,PPND,PPND,,TRUE,individual,C,C,1*pphn_c,abcdefghij,0.5*34hpp_c+0.5*34hpp_c+1*co2_c,abcdefghi+abcdihgfe+j
full01,PPNDH,PPNDH,,TRUE,individual,C,C,1*pphn_c,abcdefghij,1*co2_c+0.5*phpyr_c+0.5*phpyr_c,j+abcdefghi+abcdihgfe
full01,PPS,PPS,,TRUE,individual,C,C,1*pyr_c,abc,1*pep_c,abc
full01,PROD2,PROD2,,TRUE,individual,C,C,1*pro_DASH_L_c,abcde,1*1pyr5c_c,abcde
full01,PRPPS,PRPPS,,TRUE,individual,C,C,1*r5p_c,abcde,1*prpp_c,abcde
full01,PRPPS_reverse,PRPPS_reverse,,TRUE,individual,C,C,1*prpp_c,abcde,1*r5p_c,abcde
full01,PSCVT,PSCVT,,TRUE,individual,C,C,1*pep_c+1*skm5p_c,abc+defghij,1*3psme_c,defghijbac
full01,PSCVT_reverse,PSCVT_reverse,,TRUE,individual,C,C,1*3psme_c,defghijbac,1*pep_c+1*skm5p_c,abc+defghij
full01,PTAr,PTAr,,TRUE,individual,C,C,1*accoa_c,ABCDEFGHIJKLMNOPQRSTUab,1*actp_c+1*coa_c,ab+ABCDEFGHIJKLMNOPQRSTU
full01,PTAr_coaNEG,PTAr,,FALSE,individual,C,C,1*accoa_c,ab,1*actp_c,ab
full01,PTAr_reverse,PTAr_reverse,,TRUE,individual,C,C,1*actp_c+1*coa_c,ab+ABCDEFGHIJKLMNOPQRSTU,1*accoa_c,ABCDEFGHIJKLMNOPQRSTUab
full01,PTAr_reverse_coaNEG,PTAr_reverse,,FALSE,individual,C,C,1*actp_c,ab,1*accoa_c,ab
full01,PYK,PYK,,TRUE,individual,C,C,1*pep_c,abc,1*pyr_c,abc
full01,PYRt2rpp,PYRt2rpp,,TRUE,individual,C,C,1*pyr_p,abc,1*pyr_c,abc
full01,PYRtex,PYRtex,,TRUE,individual,C,C,1*pyr_p,abc,1*pyr_e,abc
full01,PYRt2rpp_reverse,PYRt2rpp_reverse,,TRUE,individual,C,C,1*pyr_c,abc,1*pyr_p,abc
full01,PYRtex_reverse,PYRtex_reverse,,TRUE,individual,C,C,1*pyr_e,abc,1*pyr_p,abc
full01,ACONTa,ACONTa,,TRUE,individual,C,C,1*cit_c,abcdef,1*acon_DASH_C_c,abcdef
full01,ACONTb,ACONTb,,TRUE,individual,C,C,1*acon_DASH_C_c,abcdef,1*icit_c,abcdef
full01,ACONTa_reverse,ACONTa_reverse,,TRUE,individual,C,C,1*acon_DASH_C_c,abcdef,1*cit_c,abcdef
full01,ACONTb_reverse,ACONTb_reverse,,TRUE,individual,C,C,1*icit_c,abcdef,1*acon_DASH_C_c,abcdef
full01,FUM,FUM,,TRUE,individual,C,C,0.5*fum_c+0.5*fum_c,abcd+dcba,1*mal_DASH_L_c,abcd
full01,FUMtex,FUMtex,,TRUE,individual,C,C,1*fum_e,abcd,1*fum_p,abcd
full01,FUM_reverse,FUM_reverse,,TRUE,individual,C,C,1*mal_DASH_L_c,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
full01,RPE,RPE,,TRUE,individual,C,C,1*ru5p_DASH_D_c,abcde,1*xu5p_DASH_D_c,abcde
full01,RPE_reverse,RPE_reverse,,TRUE,individual,C,C,1*xu5p_DASH_D_c,abcde,1*ru5p_DASH_D_c,abcde
full01,RPI,RPI,,TRUE,individual,C,C,1*r5p_c,abcde,1*ru5p_DASH_D_c,abcde
full01,RPI_reverse,RPI_reverse,,TRUE,individual,C,C,1*ru5p_DASH_D_c,abcde,1*r5p_c,abcde
full01,SDPDS,SDPDS,,TRUE,individual,C,C,1*sl26da_c,abcdefghijk,0.5*26dap_DASH_LL_c+0.5*26dap_DASH_LL_c+0.5*succ_c+0.5*succ_c,abcdefg+gfedcba+hijk+kjih
full01,SDPTA,SDPTA,,TRUE,individual,C,C,1*akg_c+1*sl26da_c,abcde+fghijklmnop,1*glu_DASH_L_c+1*sl2a6o_c,abcde+fghijklmnop
full01,SDPTA_reverse,SDPTA_reverse,,TRUE,individual,C,C,1*glu_DASH_L_c+1*sl2a6o_c,abcde+fghijklmnop,1*akg_c+1*sl26da_c,abcde+fghijklmnop
full01,SERAT,SERAT,,TRUE,individual,C,C,1*accoa_c+1*ser_DASH_L_c,ABCDEFGHIJKLMNOPQRSTUab+cde,1*acser_c+1*coa_c,cdeab+ABCDEFGHIJKLMNOPQRSTU
full01,SERAT_coaNEG,SERAT,,FALSE,individual,C,C,1*accoa_c+1*ser_DASH_L_c,ab+cde,1*acser_c,cdeab
full01,SERAT_reverse,SERAT_reverse,,TRUE,individual,C,C,1*acser_c+1*coa_c,cdeab+ABCDEFGHIJKLMNOPQRSTU,1*accoa_c+1*ser_DASH_L_c,ABCDEFGHIJKLMNOPQRSTUab+cde
full01,SERAT_reverse_coaNEG,SERAT_reverse,,FALSE,individual,C,C,1*acser_c,cdeab,1*accoa_c+1*ser_DASH_L_c,ab+cde
full01,SERD_L,SERD_L,,TRUE,individual,C,C,1*ser_DASH_L_c,abc,1*pyr_c,abc
full01,SHK3Dr,SHK3Dr,,TRUE,individual,C,C,1*3dhsk_c,abcdefg,1*skm_c,abcdefg
full01,SHK3Dr_reverse,SHK3Dr_reverse,,TRUE,individual,C,C,1*skm_c,abcdefg,1*3dhsk_c,abcdefg
full01,SHKK,SHKK,,TRUE,individual,C,C,1*skm_c,abcdefg,1*skm5p_c,abcdefg
full01,SSALx,SSALx,,TRUE,individual,C,C,1*sucsal_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
full01,SSALy,SSALy,,TRUE,individual,C,C,1*sucsal_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
full01,SUCASPtpp,SUCASPtpp,,TRUE,individual,C,C,1*succ_c+1*asp_DASH_L_p,abcd+efgh,0.5*succ_p+0.5*succ_p+1*asp_DASH_L_c,abcd+abcd+efgh
full01,SUCDi,SUCDi,,TRUE,individual,C,C,1*succ_c,abcd,0.5*fum_c+0.5*fum_c,abcd+dcba
full01,SUCCt2_2pp,SUCCt2_2pp,,TRUE,individual,C,C,1*succ_p,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
full01,SUCCt2_3pp,SUCCt2_3pp,,TRUE,individual,C,C,1*succ_p,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
full01,SUCCt3pp,SUCCt3pp,,TRUE,individual,C,C,1*succ_c,abcd,0.5*succ_p+0.5*succ_p,abcd+dcba
full01,SUCCtex,SUCCtex,,TRUE,individual,C,C,1*succ_e,abcd,1*succ_p,abcd
full01,SUCFUMtpp,SUCFUMtpp,,TRUE,individual,C,C,1*fum_p+1*succ_c,abcd+efgh,0.5*fum_c+0.5*fum_c+0.5*succ_p+0.5*succ_p,abcd+dcba+efgh+hgfe
full01,SUCCtex_reverse,SUCCtex_reverse,,TRUE,individual,C,C,1*succ_p,abcd,1*succ_e,abcd
full01,SUCFUMtpp_reverse,SUCFUMtpp_reverse,,TRUE,individual,C,C,1*fum_c+1*succ_p,abcd+efgh,0.5*fum_p+0.5*fum_p+0.5*succ_c+0.5*succ_c,abcd+dcba+efgh+hgfe
full01,SUCOAS,SUCOAS,,TRUE,individual,C,C,1*coa_c+0.5*succ_c+0.5*succ_c,ABCDEFGHIJKLMNOPQRSTU+abcd+dcba,1*succoa_c,ABCDEFGHIJKLMNOPQRSTUabcd
full01,SUCOAS_coaNEG,SUCOAS,,FALSE,individual,C,C,0.5*succ_c+0.5*succ_c,abcd+dcba,1*succoa_c,abcd
full01,SUCOAS_reverse,SUCOAS_reverse,,TRUE,individual,C,C,1*succoa_c,ABCDEFGHIJKLMNOPQRSTUabcd,1*coa_c+0.5*succ_c+0.5*succ_c,ABCDEFGHIJKLMNOPQRSTU+abcd+dcba
full01,SUCOAS_reverse_coaNEG,SUCOAS_reverse,,FALSE,individual,C,C,1*succoa_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
full01,TALA,TALA,,TRUE,individual,C,C,1*g3p_c+1*s7p_c,abc+defghij,1*e4p_c+1*f6p_c,ghij+defabc
full01,TALA_reverse,TALA_reverse,,TRUE,individual,C,C,1*e4p_c+1*f6p_c,ghij+defabc,1*g3p_c+1*s7p_c,abc+defghij
full01,AKGDH,AKGDH,,TRUE,individual,C,C,1*akg_c+1*coa_c,abcde+ABCDEFGHIJKLMNOPQRSTU,1*co2_c+1*succoa_c,a+ABCDEFGHIJKLMNOPQRSTUbcde
full01,AKGDH_coaNEG,AKGDH,,FALSE,individual,C,C,1*akg_c,abcde,1*co2_c+1*succoa_c,a+bcde
full01,ADCL,ADCL,,TRUE,added THFSYN,C,C,1*4adcho_c,abcdefghij,1*pyr_c+1*4abz_c,ihj+abcdefg
full01,ADCS,ADCS,,TRUE,added THFSYN,C,C,1*chor_c+1*gln_DASH_L_c,abcdefghij+klmno,1*glu_DASH_L_c+1*4adcho_c,klmno+abcdefghij
full01,DHFR,DHFR,,TRUE,added THFSYN,C,C,,,,
full01,DHFR_reverse,DHFR_reverse,,TRUE,added THFSYN,C,C,,,,
full01,DHFS,DHFS,,TRUE,added THFSYN,C,C,1*dhpt_c+1*glu_DASH_L_c,abcdefghijklmn+opqrs,1*dhf_c,abcdefghijklmnopqrs
full01,DHNPA2r,DHNPA2r,,TRUE,added THFSYN,C,C,1*dhnpt_c,abcdefghi,1*6hmhpt_c+1*gcald_c,abcfghi+de
full01,DHPS2,DHPS2,,TRUE,added THFSYN,C,C,1*6hmhptpp_c+1*4abz_c,abcdefg+hijklmn,1*dhpt_c,abcdefghijklmn
full01,DNMPPA,DNMPPA,,TRUE,added THFSYN,C,C,1*dhpmp_c,abcdefghi,1*dhnpt_c,abcdefghi
full01,DNTPPA,DNTPPA,,TRUE,added THFSYN,C,C,1*ahdt_c,abcdefghi,1*dhpmp_c,abcdefghi
full01,GCALDD,GCALDD,,TRUE,added THFSYN,C,C,1*gcald_c,ab,1*glyclt_c,ab
full01,GTPCI,GTPCI,,TRUE,added THFSYN,C,C,1*gtp_c,abcdefghij,1*for_c+1*ahdt_c,j+abcdefghi
full01,HPPK2,HPPK2,,TRUE,added THFSYN,C,C,1*6hmhpt_c,abcdefg,1*6hmhptpp_c,abcdefg
full01,THFSYN,THFSYN,"[GTPCI,DNTPPA,DNMPPA,DHNPA2r,HPPK2,ADCS,ADCL,DHPS2,DHFS]",TRUE,combo,C,C,1*gln_DASH_L_c+1*gtp_c+1*chor_c,abcde+qrstu6789f+ghijklmnop,1*for_c+1*gcald_c+1*pyr_c,f+tu+onp
full01,THFSYN_Test,THFSYN_Test,"[GTPCI,DNTPPA,DNMPPA,DHNPA2r,HPPK2,ADCS,ADCL,DHPS2,DHFS]",TRUE,combo,C,C,1*glu_DASH_L_c+1*gtp_c+1*chor_c+1*gln_DASH_L_c,abcde+qrstu6789f+ghijklmnop+ABCDE,1*for_c+1*gcald_c+1*pyr_c+1*glu_DASH_L_c,f+tu+onp+ABCDE
full01,THRAi,THRAi,,TRUE,individual,C,C,1*thr_DASH_L_c,abcd,1*acald_c+1*gly_c,cd+ab
full01,THRA2i,THRA2i,,TRUE,individual,C,C,1*acald_c+1*gly_c,cd+ab,1*thr_DASH_L_c,abcd
full01,THRD_L,THRD_L,,TRUE,individual,C,C,1*thr_DASH_L_c,abcd,1*2obut_c,abcd
full01,TKT1,TKT1,,TRUE,individual,C,C,1*r5p_c+1*xu5p_DASH_D_c,abcde+fghij,1*g3p_c+1*s7p_c,hij+fgabcde
full01,TKT1_reverse,TKT1_reverse,,TRUE,individual,C,C,1*g3p_c+1*s7p_c,hij+fgabcde,1*r5p_c+1*xu5p_DASH_D_c,abcde+fghij
full01,TKT2,TKT2,,TRUE,individual,C,C,1*e4p_c+1*xu5p_DASH_D_c,abcd+efghi,1*f6p_c+1*g3p_c,efabcd+ghi
full01,TKT2_reverse,TKT2_reverse,,TRUE,individual,C,C,1*f6p_c+1*g3p_c,efabcd+ghi,1*e4p_c+1*xu5p_DASH_D_c,abcd+efghi
full01,TPI,TPI,,TRUE,individual,C,C,1*dhap_c,abc,1*g3p_c,cba
full01,TPI_reverse,TPI_reverse,,TRUE,individual,C,C,1*g3p_c,cba,1*dhap_c,abc
full01,TRPAS2,TRPAS2,,TRUE,individual,C,C,1*trp_DASH_L_c,abcdefghijk,1*indole_c+1*pyr_c,kdefghij+abc
full01,TRPAS2_reverse,TRPAS2_reverse,,TRUE,individual,C,C,1*indole_c+1*pyr_c,kdefghij+abc,1*trp_DASH_L_c,abcdefghijk
full01,TRPS1,TRPS1,,TRUE,individual,C,C,1*3ig3p_c+1*ser_DASH_L_c,abcdefghijk+lmn,1*g3p_c+1*trp_DASH_L_c,cba+lmndefghijk
full01,TRPS2,TRPS2,,TRUE,individual,C,C,1*indole_c+1*ser_DASH_L_c,abcdefgh+ijk,1*trp_DASH_L_c,ijkbcdefgha
full01,TRPS3,TRPS3,,TRUE,individual,C,C,1*3ig3p_c,abcdefghijk,1*g3p_c+1*indole_c,cba+kdefghij
full01,TRSARr,TRSARr,,TRUE,individual,C,C,1*2h3oppan_c,abc,1*glyc_DASH_R_c,abc
full01,TYRTA,TYRTA,,TRUE,individual,C,C,1*akg_c+1*tyr_DASH_L_c,abcde+fghijklmn,0.5*34hpp_c+0.5*34hpp_c+1*glu_DASH_L_c,fghijklmn+fghinmlkj+abcde
full01,TYRTA_reverse,TYRTA_reverse,,TRUE,individual,C,C,0.5*34hpp_c+0.5*34hpp_c+1*glu_DASH_L_c,fghijklmn+fghinmlkj+abcde,1*akg_c+1*tyr_DASH_L_c,abcde+fghijklmn
full01,UMPK_Abbreviated,UMPK,,FALSE,modified,C,C,1*atp_c+1*ump_c,abcdefghij+klmnopqrs,1*adp_c+1*udp_c,abcdefghij+klmnopqrs
full01,UMPK,UMPK,,TRUE,modified,C,C,1*atp_c+1*ump_c,abcdefghij+klmnopqrs,1*adp_c+1*udp_c,abcdefghij+klmnopqrs
full01,ASPCT,ASPCT,,TRUE,added UMPSYN_aerobic,C,C,1*cbp_c+1*asp_DASH_L_c,a+bcde,1*cbasp_c,cdeab
full01,DHORD2,DHORD2,,TRUE,added UMPSYN_aerobic,C,C,1*dhorS_c,abcde,1*orot_c,abcde
full01,DHORTS,DHORTS,,TRUE,added UMPSYN_aerobic,C,C,1*cbasp_c,abcde,1*dhorS_c,abcde
full01,OMPDC,OMPDC,,TRUE,added UMPSYN_aerobic,C,C,1*orot5p_c,abcdefghij,1*ump_c+1*co2_c,abcdefghi+j
full01,ORPT,ORPT,,TRUE,added UMPSYN_aerobic,C,C,1*orot_c+1*prpp_c,abcde+fghijfghijabcde,1*orot5p_c,
full01,UMPSYN_aerobic,UMPSYN_aerobic,"[ASPCT,DHORTS,DHORD2,ORPT,OMPDC]",TRUE,combo,C,C,1*cbp_c+1*prpp_c+1*asp_DASH_L_c,a+bcdef+ghij,1*ump_c+1*co2_c+,bcdefahij+g
full01,ASPCT,ASPCT,,TRUE,added UMPSYN_anaerobic,C,C,1*cbp_c+1*asp_DASH_L_c,a+bcde,1*cbasp_c,cdeab
full01,DHORD5,DHORD5,,TRUE,added UMPSYN_anaerobic,C,C,1*dhorS_c,abcde,1*orot_c,abcde
full01,DHORTS,DHORTS,,TRUE,added UMPSYN_anaerobic,C,C,1*cbasp_c,abcde,1*dhorS_c,abcde
full01,OMPDC,OMPDC,,TRUE,added UMPSYN_anaerobic,C,C,1*orot5p_c,abcdefghij,1*ump_c+1*co2_c,abcdefghi+j
full01,ORPT,ORPT,,TRUE,added UMPSYN_anaerobic,C,C,1*orot_c+1*prpp_c,abcde+fghijfghijabcde,1*orot5p_c,
full01,UMPSYN_anaerobic,UMPSYN_anaerobic,"[ASPCT,DHORTS,DHORD5,ORPT,OMPDC]",TRUE,combo,C,C,1*cbp_c+1*prpp_c+1*asp_DASH_L_c,a+bcdef+ghij,1*ump_c+1*co2_c+,bcdefahij+g
full01,VALTA,VALTA,,TRUE,individual,C,C,1*akg_c+1*val_DASH_L_c,abcde+fghij,1*3mob_c+1*glu_DASH_L_c,fghij+abcde
full01,VALTA_reverse,VALTA_reverse,,TRUE,individual,C,C,1*3mob_c+1*glu_DASH_L_c,fghij+abcde,1*akg_c+1*val_DASH_L_c,abcde+fghij
full01,Htex,Htex,,TRUE,individual,C,C,,,,
