ac,swissprot_entry_name,ecogene_accession_number,ordered_locus_name,biologicalmaterial_id,gene_name,ordered_locus_name2
P75692,YAHM_ECOLI,EG13597,b0327,MG1655,yahM,JW5044
P30748,MOAD_ECOLI,EG11597,b0784,MG1655,moaD,JW0767
P30748,MOAD_ECOLI,EG11597,b0784,MG1655,chlA4,JW0767
P30748,MOAD_ECOLI,EG11597,b0784,MG1655,chlM,JW0767
P0ABR1,DINI_ECOLI,EG12670,b1061,MG1655,dinI,JW1048
P75970,VXIS_ECOLI,EG14245,b1141,MG1655,xisE,JW1127
P75970,VXIS_ECOLI,EG14245,b1141,MG1655,vxis,JW1127
P75970,VXIS_ECOLI,EG14245,b1141,MG1655,ymfG,JW1127
P0ACV8,YMJA_ECOLI,EG14295,b1295,MG1655,ymjA,JW1288
P76544,YFFM_ECOLI,EG14174,b2444,MG1655,yffM,
P0AC65,NRDH_ECOLI,EG13286,b2673,MG1655,nrdH,JW2648
P0AC65,NRDH_ECOLI,EG13286,b2673,MG1655,ygaN,JW2648
P0A890,TUSA_ECOLI,EG12216,b3470,MG1655,tusA,JW3435
P0A890,TUSA_ECOLI,EG12216,b3470,MG1655,sirA,JW3435
P0A890,TUSA_ECOLI,EG12216,b3470,MG1655,yhhP,JW3435
P0AF36,ZAPB_ECOLI,EG11878,b3928,MG1655,zapB,JW3899
P0AF36,ZAPB_ECOLI,EG11878,b3928,MG1655,yiiU,JW3899
P77506,YBDJ_ECOLI,EG13643,b0580,MG1655,ybdJ,JW0569
P75994,YMGC_ECOLI,EG14291,b1167,MG1655,ymgC,JW1154
P64485,YEAQ_ECOLI,EG13503,b1795,MG1655,yeaQ,JW1784
P0A7T3,RS16_ECOLI,EG10915,b2609,MG1655,rpsP,JW2590
P0AE72,MAZE_ECOLI,EG10571,b2783,MG1655,mazE,JW2754
P0AE72,MAZE_ECOLI,EG10571,b2783,MG1655,chpAI,JW2754
P0AE72,MAZE_ECOLI,EG10571,b2783,MG1655,chpR,JW2754
P0AAM7,HYBG_ECOLI,EG11805,b2990,MG1655,hybG,JW2958
P39355,YJHE_ECOLI,EG12547,b4282,MG1655,yjhE,
P0AB61,YCIN_ECOLI,EG12868,b1273,MG1655,yciN,JW1265
P07010,REM_ECOLI,EG11129,b1561,MG1655,rem,JW1553
P69346,YEFM_ECOLI,EG12844,b2017,MG1655,yefM,JW5835
P46879,YQGD_ECOLI,-,b2941,MG1655,yqgD,JW2908
P0AC62,GLRX3_ECOLI,EG12294,b3610,MG1655,grxC,JW3585
P0AC62,GLRX3_ECOLI,EG12294,b3610,MG1655,yibM,JW3585
P08365,CHPS_ECOLI,EG11250,b4224,MG1655,chpS,JW5750
P08365,CHPS_ECOLI,EG11250,b4224,MG1655,chpBI,JW5750
P08365,CHPS_ECOLI,EG11250,b4224,MG1655,yjfB,JW5750
P0AD10,YECJ_ECOLI,EG13242,b4537,MG1655,yecJ,JW1891
P0AFW8,ROF_ECOLI,EG13221,b0189,MG1655,rof,JW0184
P0AFW8,ROF_ECOLI,EG13221,b0189,MG1655,yaeO,JW0184
P0AB33,BSSS_ECOLI,EG14335,b1060,MG1655,bssS,JW5152
P0AB33,BSSS_ECOLI,EG14335,b1060,MG1655,yceP,JW5152
P76011,YMGE_ECOLI,EG14338,b1195,MG1655,ymgE,JW1184
P76011,YMGE_ECOLI,EG14338,b1195,MG1655,tag,JW1184
P64493,YOAF_ECOLI,EG14304,b1793,MG1655,yoaF,JW1782
P0ABW3,YFAE_ECOLI,EG12360,b2236,MG1655,yfaE,JW2230
P0A9W6,YRBA_ECOLI,EG12796,b3190,MG1655,yrbA,JW3157
P0AG63,RS17_ECOLI,EG10916,b3311,MG1655,rpsQ,JW3273
P0AG63,RS17_ECOLI,EG10916,b3311,MG1655,neaA,JW3273
P32693,YJBL_ECOLI,EG11930,b4047,MG1655,yjbL,JW4007
P0AFT8,YEIW_ECOLI,EG14375,b4502,MG1655,yeiW,JW5361
Q2EEQ8,YBFQ_ECOLI,EG14419,b4514,MG1655,ybfQ,JW0694
P69348,YOEB_ECOLI,EG14356,b4539,MG1655,yoeB,JW5331
C1P601,RZOQ_ECOLI,EG14493,b4689,MG1655,rzoQ,JW1545.1
P68688,GLRX1_ECOLI,EG10417,b0849,MG1655,grxA,JW0833
P68688,GLRX1_ECOLI,EG10417,b0849,MG1655,grx,JW0833
P0AB40,BHSA_ECOLI,EG13436,b1112,MG1655,bhsA,JW1098
P0AB40,BHSA_ECOLI,EG13436,b1112,MG1655,comC,JW1098
P0AB40,BHSA_ECOLI,EG13436,b1112,MG1655,ycfR,JW1098
P64445,YNAJ_ECOLI,EG14294,b1332,MG1655,ynaJ,JW1326
P0AA04,PTHP_ECOLI,EG10788,b2415,MG1655,ptsH,JW2408
P0AA04,PTHP_ECOLI,EG10788,b2415,MG1655,hpr,JW2408
P65298,YQHH_ECOLI,EG13018,b3014,MG1655,yqhH,JW2982
P0A7L8,RL27_ECOLI,EG50002,b3185,MG1655,rpmA,JW3152
P45795,YRDB_ECOLI,EG12839,b3280,MG1655,yrdB,JW3241
P0A8C8,YIDD_ECOLI,EG11348,b4557,MG1655,yidD,JW3682
Q2EEU2,YJHX_ECOLI,EG14430,b4566,MG1655,yjhX,JW5968
P46121,YBFK_ECOLI,EG12869,b4590,MG1655,ybfK,JW0680.1
Q47150,DINJ_ECOLI,EG13142,b0226,MG1655,dinJ,JW0216
P0AAN9,IRAP_ECOLI,EG11256,b0382,MG1655,iraP,JW0373
P0AAN9,IRAP_ECOLI,EG11256,b0382,MG1655,yaiB,JW0373
P33669,YBBD_ECOLI,EG11770,b0501,MG1655,ybbD,JW0489
P0AAX3,YBIJ_ECOLI,EG12422,b0802,MG1655,ybiJ,JW0787
P0AAX6,MCBA_ECOLI,EG13318,b0806,MG1655,mcbA,JW5106
P0AAX6,MCBA_ECOLI,EG13318,b0806,MG1655,ybiM,JW5106
P52102,YFHL_ECOLI,EG13215,b2562,MG1655,yfhL,JW2546
Q46905,YGCO_ECOLI,EG13122,b2767,MG1655,ygcO,JW2737
Q79CP2,YGIA_ECOLI,-,b3036,MG1655,ygiA,JW5889
P0A7U7,RS20_ECOLI,EG10919,b0023,MG1655,rpsT,JW0022
P0A7N1,RL31B_ECOLI,EG14326,b0296,MG1655,ykgM,JW5035
P0A7N1,RL31B_ECOLI,EG14326,b0296,MG1655,rpmE2,JW5035
P75717,EXOD_ECOLI,EG12349,b0539,MG1655,exoD,JW0526
P75717,EXOD_ECOLI,EG12349,b0539,MG1655,ybcC,JW0526
P0A8J4,YBED_ECOLI,EG11592,b0631,MG1655,ybeD,JW0626
P76068,YNAK_ECOLI,EG14296,b1365,MG1655,ynaK,JW1359
P0A9I5,NAPD_ECOLI,EG12143,b2207,MG1655,napD,JW2195
P0A9I5,NAPD_ECOLI,EG12143,b2207,MG1655,yojF,JW2195
P52128,YFJM_ECOLI,EG13199,b2629,MG1655,yfjM,JW2610
P64614,YHCN_ECOLI,EG12820,b3238,MG1655,yhcN,JW5540
P0ADG1,ILVM_ECOLI,EG10501,b3769,MG1655,ilvM,JW3742
P75675,YKFJ_ECOLI,EG14368,b0235,MG1655,ykfJ,JW0225
P41039,YBII_ECOLI,EG12421,b0803,MG1655,ybiI,JW0788
P75993,ARIR_ECOLI,EG14290,b1166,MG1655,ariR,JW1153
P75993,ARIR_ECOLI,EG14290,b1166,MG1655,ymgB,JW1153
P0A734,MINE_ECOLI,EG10598,b1174,MG1655,minE,JW1163
P23873,HIPB_ECOLI,EG10442,b1508,MG1655,hipB,JW1501
P37590,PMRD_ECOLI,EG12671,b2259,MG1655,pmrD,JW2254
P64559,CPTB_ECOLI,EG13075,b2897,MG1655,cptB,JW2865
P64559,CPTB_ECOLI,EG13075,b2897,MG1655,ygfY,JW2865
P0ACW2,YDBJ_ECOLI,EG13182,b4529,MG1655,ydbJ,JW5215
P0AC07,FLIQ_ECOLI,EG11976,b1949,MG1655,fliQ,JW1933
P0AC07,FLIQ_ECOLI,EG11976,b1949,MG1655,flaQ,JW1933
P0ADZ4,RS15_ECOLI,EG10914,b3165,MG1655,rpsO,JW3134
P0ADZ4,RS15_ECOLI,EG10914,b3165,MG1655,secC,JW3134
P37614,YHHL_ECOLI,EG12212,b3466,MG1655,yhhL,JW5683
P69428,TATA_ECOLI,EG11478,b3836,MG1655,tatA,JW3813
P69428,TATA_ECOLI,EG11478,b3836,MG1655,mttA1,JW3813
P69428,TATA_ECOLI,EG11478,b3836,MG1655,yigT,JW3813
P0ADP9,YIHD_ECOLI,EG11830,b3858,MG1655,yihD,JW3830
P0ACF4,DBHB_ECOLI,EG10467,b0440,MG1655,hupB,JW0430
P0ACF4,DBHB_ECOLI,EG10467,b0440,MG1655,hopD,JW0430
P75992,YMGA_ECOLI,EG14289,b1165,MG1655,ymgA,JW1152
P76227,YNJH_ECOLI,EG14010,b1760,MG1655,ynjH,JW1749
P76231,YEAC_ECOLI,EG13489,b1777,MG1655,yeaC,JW1766
P64530,RCNR_ECOLI,EG14070,b2105,MG1655,rcnR,JW2092
P64530,RCNR_ECOLI,EG14070,b2105,MG1655,yohL,JW2092
P0AAM3,HYPC_ECOLI,EG10485,b2728,MG1655,hypC,JW2698
P0A9N0,PTSO_ECOLI,EG12147,b3206,MG1655,ptsO,JW3173
P0A9N0,PTSO_ECOLI,EG12147,b3206,MG1655,npr,JW3173
P0A9N0,PTSO_ECOLI,EG12147,b3206,MG1655,rpoR,JW3173
P0A9N0,PTSO_ECOLI,EG12147,b3206,MG1655,yhbK,JW3173
P64616,YHCO_ECOLI,EG12821,b3239,MG1655,yhcO,JW3208
P0ACF0,DBHA_ECOLI,EG10466,b4000,MG1655,hupA,JW3964
P32685,YJBD_ECOLI,EG11922,b4023,MG1655,yjbD,JW3983
P39274,YJDJ_ECOLI,EG12467,b4127,MG1655,yjdJ,JW4088
P58095,YPJI_ECOLI,EG13309,b4644,MG1655,ypjI,JW2623.1
P0CF07,INSA1_ECOLI,EG40001,b0022,MG1655,insA1,JW0021
P0CF08,INSA2_ECOLI,EG40001,b0265,MG1655,insA2,JW0257
P0CF09,INSA3_ECOLI,EG40001,b0275,MG1655,insA3,JW0269
P75694,YAHO_ECOLI,EG13599,b0329,MG1655,yahO,JW0321
P0AAP3,FRMR_ECOLI,EG13296,b0357,MG1655,frmR,JW0348
P0AAP3,FRMR_ECOLI,EG13296,b0357,MG1655,yaiN,JW0348
P76023,YCHS_ECOLI,-,b1228,MG1655,ychS,JW5881
P15033,RACC_ECOLI,EG10813,b1351,MG1655,racC,JW1345
P0CF11,INSA5_ECOLI,EG40001,b1894,MG1655,insA5,
P76509,YFDM_ECOLI,EG12950,b2356,MG1655,yfdM,JW2352
O32528,YPDI_ECOLI,EG14376,b2376,MG1655,ypdI,JW2373
P0A8P3,FETP_ECOLI,EG12984,b2962,MG1655,yggX,JW2929
P0CF12,INSA6_ECOLI,EG40001,b3444,MG1655,insA6,JW3408
P0A800,RPOZ_ECOLI,EG10899,b3649,MG1655,rpoZ,JW3624
P0AF82,YJFN_ECOLI,EG12521,b4188,MG1655,yjfN,JW5742
P0AF86,YJFY_ECOLI,EG12499,b4199,MG1655,yjfY,JW4157
P19767,INSA7_ECOLI,EG40001,b4294,MG1655,insA7,JW4254
P0CF10,INSA4_ECOLI,EG40001,b4516,MG1655,insA4,JW0971
A5A630,YTCA_ECOLI,EG14401,b4622,MG1655,ytcA,
Q47149,YAFQ_ECOLI,EG13154,b0225,MG1655,yafQ,JW0215
P75711,YBBV_ECOLI,EG13617,b0510,MG1655,ybbV,JW0498
P0AB65,ACYP_ECOLI,EG13726,b0968,MG1655,yccX,JW5131
P0AB49,YCHH_ECOLI,EG11533,b1205,MG1655,ychH,JW1196
P76323,INTG_ECOLI,EG14259,b1936,MG1655,intG,
P64540,YFCL_ECOLI,EG14115,b2325,MG1655,yfcL,JW2322
P0ACH1,SFSB_ECOLI,EG10656,b3188,MG1655,sfsB,JW3155
P0ACH1,SFSB_ECOLI,EG10656,b3188,MG1655,nlp,JW3155
P0ACH1,SFSB_ECOLI,EG10656,b3188,MG1655,sfs7,JW3155
P0A7U3,RS19_ECOLI,EG10918,b3316,MG1655,rpsS,JW3278
P58035,SGCB_ECOLI,EG14343,b4565,MG1655,sgcB,JW5967
A5A628,YJBT_ECOLI,EG14459,b4620,MG1655,yjbT,
P75704,YKIA_ECOLI,EG14282,b0392,MG1655,ykiA,JW0383
P33344,YEHE_ECOLI,EG11991,b2112,MG1655,yehE,JW2099
P76692,YZGL_ECOLI,EG14434,b3427,MG1655,yzgL,JW3390
P0A9L5,PPIC_ECOLI,EG12352,b3775,MG1655,ppiC,JW3748
P0A9L5,PPIC_ECOLI,EG12352,b3775,MG1655,parVA,JW3748
P32700,YJCB_ECOLI,EG11937,b4060,MG1655,yjcB,JW5718
P0C037,YAIE_ECOLI,EG12159,b0391,MG1655,yaiE,JW0382
P0AAY4,YBJH_ECOLI,EG13677,b0843,MG1655,ybjH,JW0827
P0A6Y1,IHFB_ECOLI,EG10441,b0912,MG1655,ihfB,JW0895
P0A6Y1,IHFB_ECOLI,EG10441,b0912,MG1655,himD,JW0895
P0A6Y1,IHFB_ECOLI,EG10441,b0912,MG1655,hip,JW0895
P67699,YDDM_ECOLI,EG13784,b1477,MG1655,yddM,JW5908
P37188,PTKB_ECOLI,EG12415,b2093,MG1655,gatB,JW2077
P68919,RL25_ECOLI,EG10885,b2185,MG1655,rplY,JW2173
P0AD33,YFCZ_ECOLI,EG14129,b2343,MG1655,yfcZ,JW2340
P45956,CAS2_ECOLI,EG12845,b2754,MG1655,ygbF,JW5438
P45956,CAS2_ECOLI,EG12845,b2754,MG1655,cas2,JW5438
P46857,YRHB_ECOLI,EG12948,b3446,MG1655,yrhB,JW3411
P68646,FIXX_ECOLI,EG11565,b0044,MG1655,fixX,JW0043
P68646,FIXX_ECOLI,EG11565,b0044,MG1655,yaaT,JW0043
P46119,YBJC_ECOLI,EG12842,b0850,MG1655,ybjC,JW0834
P76078,PAAB_ECOLI,EG14299,b1389,MG1655,paaB,JW1384
P76078,PAAB_ECOLI,EG14299,b1389,MG1655,ynbF,JW1384
P0C077,RELE_ECOLI,EG11131,b1563,MG1655,relE,JW1555
P64499,YEBO_ECOLI,EG14014,b1825,MG1655,yebO,JW1814
P0AEJ8,EUTN_ECOLI,EG14186,b2456,MG1655,eutN,JW2440
P0AEJ8,EUTN_ECOLI,EG14186,b2456,MG1655,cchB,JW2440
P0AEJ8,EUTN_ECOLI,EG14186,b2456,MG1655,yffY,JW2440
P64574,YGHW_ECOLI,EG13007,b2998,MG1655,yghW,JW2966
P0AFX0,HPF_ECOLI,EG11681,b3203,MG1655,hpf,JW3170
P0AFX0,HPF_ECOLI,EG11681,b3203,MG1655,yhbH,JW3170
P45530,TUSB_ECOLI,EG12896,b3343,MG1655,tusB,JW3305
P45530,TUSB_ECOLI,EG12896,b3343,MG1655,yheL,JW3305
P68661,YBCO_ECOLI,EG13631,b0549,MG1655,ybcO,JW0537
P77519,YDDL_ECOLI,EG13783,b1472,MG1655,yddL,JW1468
P64461,LSRG_ECOLI,EG13811,b1518,MG1655,lsrG,JW1511
P64461,LSRG_ECOLI,EG13811,b1518,MG1655,yneC,JW1511
P76165,YDFX_ECOLI,EG13836,b1568,MG1655,ydfX,JW1560
P64479,YDIZ_ECOLI,EG13985,b1724,MG1655,ydiZ,JW1713
P0ACY9,YEBG_ECOLI,EG11808,b1848,MG1655,yebG,JW1837
P52119,RATB_ECOLI,EG13192,b2618,MG1655,ratB,JW2599
P52119,RATB_ECOLI,EG13192,b2618,MG1655,pasI,JW2599
P52119,RATB_ECOLI,EG13192,b2618,MG1655,yfjF,JW2599
P52060,YGGU_ECOLI,EG12981,b2953,MG1655,yggU,JW5479
Q46868,YQIC_ECOLI,EG13031,b3042,MG1655,yqiC,JW5505
P0A9V5,YIAG_ECOLI,EG12624,b3555,MG1655,yiaG,JW3524
P0ADF8,ILVN_ECOLI,EG10502,b3670,MG1655,ilvN,JW3645
Q47156,YAFN_ECOLI,EG13151,b0232,MG1655,yafN,JW0222
P77330,BORD_ECOLI,EG13637,b0557,MG1655,borD,JW0546
P77330,BORD_ECOLI,EG13637,b0557,MG1655,ybcU,JW0546
P0AAU7,YBFE_ECOLI,EG11775,b0685,MG1655,ybfE,JW5816
P0AAV0,YBGE_ECOLI,EG12395,b0735,MG1655,ybgE,JW0725
P0AEM4,FLGM_ECOLI,EG12664,b1071,MG1655,flgM,JW1058
P0AB43,YCGL_ECOLI,EG13893,b1179,MG1655,ycgL,JW1168
P77714,YDIT_ECOLI,EG13979,b1700,MG1655,ydiT,JW1690
P0ABF4,EUTM_ECOLI,EG14187,b2457,MG1655,eutM,JW2441
P0ABF4,EUTM_ECOLI,EG14187,b2457,MG1655,cchA,JW2441
P0ABF4,EUTM_ECOLI,EG14187,b2457,MG1655,yffZ,JW2441
P0AGK4,YHBY_ECOLI,EG12794,b3180,MG1655,yhbY,JW3147
P64602,MLAB_ECOLI,EG12797,b3191,MG1655,mlaB,JW5535
P64602,MLAB_ECOLI,EG12797,b3191,MG1655,yrbB,JW5535
P0A6F9,CH10_ECOLI,EG10600,b4142,MG1655,groS,JW4102
P0A6F9,CH10_ECOLI,EG10600,b4142,MG1655,groES,JW4102
P0A6F9,CH10_ECOLI,EG10600,b4142,MG1655,mopB,JW4102
Q2M7X4,YICS_ECOLI,EG14429,b4555,MG1655,yicS,JW5965
P75616,YAAX_ECOLI,EG14384,b0005,MG1655,yaaX,JW0004
P69330,CITD_ECOLI,EG13543,b0617,MG1655,citD,JW0609
P69330,CITD_ECOLI,EG13543,b0617,MG1655,ybdX,JW0609
P0AB55,YCII_ECOLI,EG11607,b1251,MG1655,yciI,JW1243
P76063,YDAS_ECOLI,EG13361,b1357,MG1655,ydaS,JW1352
Q46865,MQSR_ECOLI,EG13023,b3022,MG1655,mqsR,JW2990
Q46865,MQSR_ECOLI,EG13023,b3022,MG1655,ygiU,JW2990
P0A6R3,FIS_ECOLI,EG10317,b3261,MG1655,fis,JW3229
P0AF61,YJDK_ECOLI,EG12468,b4128,MG1655,yjdK,JW4089
P0CF66,INSE1_ECOLI,EG40005,b0298,MG1655,insE1,JW5036
P0CF67,INSE2_ECOLI,EG40005,b0373,MG1655,insE2,JW5050
P0CF68,INSE3_ECOLI,EG40005,b0540,MG1655,insE3,JW5074
P0CF69,INSE4_ECOLI,EG40005,b1027,MG1655,insE4,JW5144
P0A6X7,IHFA_ECOLI,EG10440,b1712,MG1655,ihfA,JW1702
P0A6X7,IHFA_ECOLI,EG10440,b1712,MG1655,hid,JW1702
P0A6X7,IHFA_ECOLI,EG10440,b1712,MG1655,himA,JW1702
P64490,YOAC_ECOLI,EG13515,b1810,MG1655,yoaC,JW5296
P0CF70,INSE5_ECOLI,EG40005,b2088,MG1655,insE5,JW5341
P77295,YGAV_ECOLI,EG13524,b2667,MG1655,ygaV,JW2642
Q46796,YGEP_ECOLI,EG13046,b2862,MG1655,ygeP,JW2831
Q47710,YQJK_ECOLI,EG14314,b3100,MG1655,yqjK,JW3071
P32162,YIIS_ECOLI,EG11876,b3922,MG1655,yiiS,JW3893
Q2M7M3,YSAB_ECOLI,EG14400,b4553,MG1655,ysaB,JW3532
P75718,REND_ECOLI,EG12351,b0542,MG1655,renD,JW0530
P0AFE4,NUOK_ECOLI,EG12091,b2279,MG1655,nuoK,JW2274
P45472,YHBQ_ECOLI,EG12786,b3155,MG1655,yhbQ,JW3124
P0ADZ0,RL23_ECOLI,EG10883,b3318,MG1655,rplW,JW3280
P39212,INSN2_ECOLI,EG40014,b4283,MG1655,insN2,JW5771
P75885,GFCA_ECOLI,EG13732,b0987,MG1655,gfcA,JW5133
P75885,GFCA_ECOLI,EG13732,b0987,MG1655,ymcD,JW5133
P63264,CBPM_ECOLI,EG12194,b0999,MG1655,cbpM,JW0984
P63264,CBPM_ECOLI,EG12194,b0999,MG1655,yccD,JW0984
P76163,YDFV_ECOLI,EG13834,b1565,MG1655,ydfV,JW1557
P76172,YNFD_ECOLI,EG13842,b1586,MG1655,ynfD,JW5259
P0ACX3,YDHR_ECOLI,EG13952,b1667,MG1655,ydhR,JW1657
P0AEH5,ELAB_ECOLI,EG13185,b2266,MG1655,elaB,JW2261
P0AEH5,ELAB_ECOLI,EG13185,b2266,MG1655,yfbD,JW2261
P76516,YFDT_ECOLI,EG14142,b2363,MG1655,yfdT,JW5887
P64581,YQJD_ECOLI,EG12743,b3098,MG1655,yqjD,JW3069
P0AG59,RS14_ECOLI,EG10913,b3307,MG1655,rpsN,JW3269
P69822,ULAB_ECOLI,EG12494,b4194,MG1655,ulaB,JW4152
P69822,ULAB_ECOLI,EG12494,b4194,MG1655,sgaB,JW4152
P69822,ULAB_ECOLI,EG12494,b4194,MG1655,yjfT,JW4152
P0AAP7,YAIY_ECOLI,EG14279,b0379,MG1655,yaiY,JW0370
P75973,YMFJ_ECOLI,EG14248,b1144,MG1655,ymfJ,JW1130
P0ACV4,YCIS_ECOLI,EG13904,b1279,MG1655,yciS,JW1271
P36560,ASR_ECOLI,EG12149,b1597,MG1655,asr,JW5826
P0A6X3,HFQ_ECOLI,EG10438,b4172,MG1655,hfq,JW4130
P75917,YMDA_ECOLI,EG13873,b1044,MG1655,ymdA,JW1031
P76160,YDFR_ECOLI,EG13830,b1555,MG1655,ydfR,JW1547
P0A6S5,FTSB_ECOLI,EG13111,b2748,MG1655,ftsB,JW2718
P0A6S5,FTSB_ECOLI,EG13111,b2748,MG1655,ygbQ,JW2718
P67603,YQFB_ECOLI,EG13078,b2900,MG1655,yqfB,JW2868
P0AG48,RL21_ECOLI,EG50001,b3186,MG1655,rplU,JW3153
P0A7R5,RS10_ECOLI,EG10909,b3321,MG1655,rpsJ,JW3283
P0A7R5,RS10_ECOLI,EG10909,b3321,MG1655,nusE,JW3283
P23857,PSPE_ECOLI,EG10780,b1308,MG1655,pspE,JW1301
P0A8T5,FLIE_ECOLI,EG11346,b1937,MG1655,fliE,JW1921
P0A8T5,FLIE_ECOLI,EG11346,b1937,MG1655,fla,JW1921
P0A8T5,FLIE_ECOLI,EG11346,b1937,MG1655,AI,JW1921
P0A8T5,FLIE_ECOLI,EG11346,b1937,MG1655,flaN,JW1921
P0ADU2,YGIN_ECOLI,EG12657,b3029,MG1655,ygiN,JW2997
P64578,HIGB_ECOLI,EG12725,b3083,MG1655,higB,JW3054
P64578,HIGB_ECOLI,EG12725,b3083,MG1655,ygjN,JW3054
P60624,RL24_ECOLI,EG10884,b3309,MG1655,rplX,JW3271
P32156,RHAM_ECOLI,EG11865,b3901,MG1655,rhaM,JW3872
P32156,RHAM_ECOLI,EG11865,b3901,MG1655,yiiL,JW3872
P0AF54,YJCH_ECOLI,EG11943,b4068,MG1655,yjcH,JW4029
P39283,YJEN_ECOLI,EG12476,b4157,MG1655,yjeN,JW4118
P39284,YJEO_ECOLI,EG12477,b4158,MG1655,yjeO,JW4119
P07013,PRIB_ECOLI,EG10764,b4201,MG1655,priB,JW4159
Q47684,YAFW_ECOLI,EG13335,b0246,MG1655,yafW,JW0235
P0ABE2,BOLA_ECOLI,EG10125,b0435,MG1655,bolA,JW5060
P0AAT6,IOJAP_ECOLI,EG11255,b0637,MG1655,rsfS,JW5090
P0AAT6,IOJAP_ECOLI,EG11255,b0637,MG1655,rsfA,JW5090
P0AAT6,IOJAP_ECOLI,EG11255,b0637,MG1655,slm3,JW5090
P0AAT6,IOJAP_ECOLI,EG11255,b0637,MG1655,ybeB,JW5090
P0AB20,HSPQ_ECOLI,EG13724,b0966,MG1655,hspQ,JW5970
P0AB20,HSPQ_ECOLI,EG13724,b0966,MG1655,yccV,JW5970
P76406,YEGR_ECOLI,EG14061,b2085,MG1655,yegR,JW5837
P52141,YFJZ_ECOLI,EG13212,b2645,MG1655,yfjZ,JW2626
P0A8U6,METJ_ECOLI,EG10588,b3938,MG1655,metJ,JW3909
P69937,SUGE_ECOLI,EG11616,b4148,MG1655,sugE,JW5738
P33347,YEHK_ECOLI,EG11997,b4541,MG1655,yehK,JW2106
Q2EEQ3,YAHH_ECOLI,EG13592,b0322,MG1655,yahH,JW5893
P0AFM4,PSIF_ECOLI,EG11401,b0384,MG1655,psiF,JW5054
P0A8Q6,CLPS_ECOLI,EG14241,b0881,MG1655,clpS,JW0865
P0A8Q6,CLPS_ECOLI,EG14241,b0881,MG1655,yljA,JW0865
P62066,YCEQ_ECOLI,EG14413,b1085,MG1655,yceQ,JW5154
P69795,PTQB_ECOLI,EG10140,b1738,MG1655,chbB,JW1727
P69795,PTQB_ECOLI,EG10140,b1738,MG1655,celA,JW1727
P0ABW0,HCAC_ECOLI,EG13458,b2540,MG1655,hcaC,JW2524
P0ABW0,HCAC_ECOLI,EG13458,b2540,MG1655,hcaA3,JW2524
P0ABW0,HCAC_ECOLI,EG13458,b2540,MG1655,phdB,JW2524
P0ABW0,HCAC_ECOLI,EG13458,b2540,MG1655,yfhW,JW2524
P27838,CYAY_ECOLI,EG11653,b3807,MG1655,cyaY,JW3779
P69816,PTFB2_ECOLI,EG11909,b3950,MG1655,frwB,JW3922
P69816,PTFB2_ECOLI,EG11909,b3950,MG1655,yijK,JW3922
P0A8C1,YBJQ_ECOLI,EG13686,b0866,MG1655,ybjQ,JW0850
Q7DFV4,YMDE_ECOLI,EG14357,b1028,MG1655,ymdE,
P75987,IRAM_ECOLI,EG13885,b1160,MG1655,iraM,JW1147
P75987,IRAM_ECOLI,EG13885,b1160,MG1655,elb1,JW1147
P75987,IRAM_ECOLI,EG13885,b1160,MG1655,elbA,JW1147
P75987,IRAM_ECOLI,EG13885,b1160,MG1655,ycgW,JW1147
P76308,YECR_ECOLI,EG14036,b1904,MG1655,yecR,JW1892
P0AAC8,ISCA_ECOLI,EG12132,b2528,MG1655,iscA,JW2512
P0AAC8,ISCA_ECOLI,EG12132,b2528,MG1655,yfhF,JW2512
P46126,YFIM_ECOLI,EG12857,b2586,MG1655,yfiM,JW2570
P46141,YGBE_ECOLI,EG12707,b2749,MG1655,ygbE,JW2719
P08372,PPDC_ECOLI,EG11154,b2823,MG1655,ppdC,JW2791
P08372,PPDC_ECOLI,EG11154,b2823,MG1655,ygdA,JW2791
P0ADK4,YIAW_ECOLI,EG12291,b3587,MG1655,yiaW,JW3559
P0A9E2,SOXS_ECOLI,EG10958,b4062,MG1655,soxS,JW4023
P75734,CHIQ_ECOLI,EG13660,b0682,MG1655,chiQ,JW0668
P75734,CHIQ_ECOLI,EG13660,b0682,MG1655,ybfN,JW0668
P0AAU5,YBFB_ECOLI,EG11522,b0702,MG1655,ybfB,JW0691
P08245,YCIH_ECOLI,EG11128,b1282,MG1655,yciH,JW1274
P76076,YDBL_ECOLI,EG13733,b1383,MG1655,ydbL,JW5216
P76169,YNFA_ECOLI,EG13839,b1582,MG1655,ynfA,JW1574
P69808,PTFB1_ECOLI,EG14155,b2387,MG1655,fryB,JW5389
P69808,PTFB1_ECOLI,EG14155,b2387,MG1655,ypdH,JW5389
P64542,YPEC_ECOLI,EG14385,b2390,MG1655,ypeC,JW2387
P38521,YGGL_ECOLI,EG12443,b2959,MG1655,yggL,JW2926
P0A9I8,NIRD_ECOLI,EG10655,b3366,MG1655,nirD,JW3329
P0A6V5,GLPE_ECOLI,EG10395,b3425,MG1655,glpE,JW3388
P0AET2,HDEB_ECOLI,EG11399,b3509,MG1655,hdeB,JW5669
P0AET2,HDEB_ECOLI,EG11399,b3509,MG1655,yhhD,JW5669
P0AET2,HDEB_ECOLI,EG11399,b3509,MG1655,yhiC,JW5669
P39309,YTFA_ECOLI,EG12501,b4205,MG1655,ytfA,JW4163
P0A881,TRPR_ECOLI,EG11029,b4393,MG1655,trpR,JW4356
