Reaction,Formula,LB,UB,Subsystem
ADSL2r_reverse,1.0 aicar_c + 1.0 fum_c -> 1.0 25aics_c,0.0,0.0,Purine and Pyrimidine Biosynthesis
AGPR_reverse,1.0 acg5p_c + 1.0 nadph_c + 1.0 h_c -> 1.0 pi_c + 1.0 nadp_c + 1.0 acg5sa_c,0,1000.0,Arginine and Proline Metabolism
AICART_reverse,1.0 fprica_c + 1.0 thf_c -> 1.0 aicar_c + 1.0 10fthf_c,0,1000.0,Purine and Pyrimidine Biosynthesis
ALAGLUE_reverse,1.0 LalaLglu_c -> 1.0 LalaDglu_c,0,1000.0,Murein Recycling
ALAR_reverse,1.0 ala_DASH_D_c -> 1.0 ala_DASH_L_c,0,1000.0,Alanine and Aspartate Metabolism
ALATA_L_reverse,1.0 glu_DASH_L_c + 1.0 pyr_c -> 1.0 akg_c + 1.0 ala_DASH_L_c,0,1000.0,Alanine and Aspartate Metabolism
ALCD19_reverse,1.0 glyc_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 glyald_c + 1.0 h_c,0,1000.0,Alternate Carbon Metabolism
ALCD2x_reverse,1.0 acald_c + 1.0 nadh_c + 1.0 h_c -> 1.0 etoh_c + 1.0 nad_c,0,1000.0,Pyruvate Metabolism
ALDD19xr_reverse,1.0 nadh_c + 2.0 h_c + 1.0 pac_c -> 1.0 h2o_c + 1.0 nad_c + 1.0 pacald_c,0,1000.0,Alternate Carbon Metabolism
ALLPI_reverse,1.0 allul6p_c -> 1.0 all6p_c,0,1000.0,Alternate Carbon Metabolism
ALLULPE_reverse,1.0 f6p_c -> 1.0 allul6p_c,0,1000.0,Alternate Carbon Metabolism
AMANAPEr_reverse,1.0 acgam6p_c -> 1.0 acmanap_c,0,1000.0,Alternate Carbon Metabolism
APPLDHr_reverse,1.0 appl_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 aact_c,0,1000.0,Threonine and Lysine Metabolism
ARAI_reverse,1.0 rbl_DASH_L_c -> 1.0 arab_DASH_L_c,0,1000.0,Alternate Carbon Metabolism
ARGSL_reverse,1.0 arg_DASH_L_c + 1.0 fum_c -> 1.0 argsuc_c,0,1000.0,Arginine and Proline Metabolism
ASAD_reverse,1.0 nadph_c + 1.0 4pasp_c + 1.0 h_c -> 1.0 aspsa_c + 1.0 pi_c + 1.0 nadp_c,0,1000.0,Threonine and Lysine Metabolism
ASPK_reverse,1.0 4pasp_c + 1.0 adp_c -> 1.0 asp_DASH_L_c + 1.0 atp_c,0,1000.0,Threonine and Lysine Metabolism
ASPTA_reverse,1.0 glu_DASH_L_c + 1.0 oaa_c -> 1.0 akg_c + 1.0 asp_DASH_L_c,0,1000.0,Alanine and Aspartate Metabolism
ATHRDHr_reverse,1.0 nadph_c + 1.0 h_c + 1.0 2aobut_c -> 1.0 nadp_c + 1.0 athr_DASH_L_c,0,1000.0,Threonine and Lysine Metabolism
ATPS4rpp_reverse,1.0 h2o_c + 3.0 h_c + 1.0 atp_c -> 1.0 pi_c + 1.0 adp_c + 4.0 h_p,0,1000.0,Oxidative Phosphorylation
CAt6pp_reverse,1.0 na1_c + 1.0 ca2_p -> 1.0 na1_p + 1.0 ca2_c,0,1000.0,Inorganic Ion Transport and Metabolism
CO2tex_reverse,1.0 co2_p -> 1.0 co2_e,0,1000.0,"Transport, Outer Membrane Porin"
CO2tpp_reverse,1.0 co2_c -> 1.0 co2_p,0,1000.0,"Transport, Inner Membrane"
CRNBTCT_reverse,1.0 crncoa_c + 1.0 gbbtn_c -> 1.0 crn_c + 1.0 bbtcoa_c,0,1000.0,Oxidative Phosphorylation
CRNCAR_reverse,1.0 crnDcoa_c -> 1.0 crncoa_c,0,1000.0,Oxidative Phosphorylation
CRNCBCT_reverse,1.0 crncoa_c + 1.0 ctbt_c -> 1.0 crn_c + 1.0 ctbtcoa_c,0,1000.0,Oxidative Phosphorylation
CRNCDH_reverse,1.0 ctbtcoa_c + 1.0 h2o_c -> 1.0 crncoa_c,0,1000.0,Oxidative Phosphorylation
CYTK1_reverse,1.0 cdp_c + 1.0 adp_c -> 1.0 atp_c + 1.0 cmp_c,0,1000.0,Nucleotide Salvage Pathway
CYTK2_reverse,1.0 adp_c + 1.0 dcdp_c -> 1.0 dcmp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
DADK_reverse,1.0 dadp_c + 1.0 adp_c -> 1.0 damp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
DAPE_reverse,1.0 26dap_DASH_M_c -> 1.0 26dap_DASH_LL_c,0,1000.0,Threonine and Lysine Metabolism
DDPGALA_reverse,1.0 pyr_c + 1.0 g3p_c -> 1.0 2dh3dgal6p_c,0,1000.0,Alternate Carbon Metabolism
DGK1_reverse,1.0 dgdp_c + 1.0 adp_c -> 1.0 dgmp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
DHACOAH_reverse,1.0 3hadpcoa_c -> 1.0 h2o_c + 1.0 23dhacoa_c,0,1000.0,Alternate Carbon Metabolism
DSERDHr_reverse,1.0 2amsa_c + 1.0 nadph_c + 1.0 h_c -> 1.0 ser_DASH_D_c + 1.0 nadp_c,0,1000.0,Glycine and Serine Metabolism
DTMPK_reverse,1.0 dtdp_c + 1.0 adp_c -> 1.0 dtmp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
DURADx_reverse,1.0 ura_c + 1.0 nadh_c + 1.0 h_c -> 1.0 56dura_c + 1.0 nad_c,0,1000.0,Nucleotide Salvage Pathway
DURIPP_reverse,1.0 ura_c + 1.0 2dr1p_c -> 1.0 pi_c + 1.0 duri_c,0,1000.0,Nucleotide Salvage Pathway
ENO_reverse,1.0 pep_c + 1.0 h2o_c -> 1.0 2pg_c,0,1000.0,Glycolysis/Gluconeogenesis
FBA_reverse,1.0 dhap_c + 1.0 g3p_c -> 1.0 fdp_c,0,1000.0,Glycolysis/Gluconeogenesis
FBA3_reverse,1.0 e4p_c + 1.0 dhap_c -> 1.0 s17bp_c,0,1000.0,Pentose Phosphate Pathway
FCI_reverse,1.0 fcl_DASH_L_c -> 1.0 fuc_DASH_L_c,0,1000.0,Alternate Carbon Metabolism
FCLPA_reverse,1.0 dhap_c + 1.0 lald_DASH_L_c -> 1.0 fc1p_c,0,1000.0,Alternate Carbon Metabolism
FORCT_reverse,1.0 oxalcoa_c + 1.0 for_c -> 1.0 oxa_c + 1.0 forcoa_c,0,1000.0,Alternate Carbon Metabolism
FRULYSDG_reverse,1.0 lys_DASH_L_c + 1.0 g6p_c -> 1.0 h2o_c + 1.0 frulysp_c,0,1000.0,Alternate Carbon Metabolism
FRULYSE_reverse,1.0 frulys_c -> 1.0 psclys_c,0,1000.0,Alternate Carbon Metabolism
FUM_reverse,1.0 mal_DASH_L_c -> 1.0 h2o_c + 1.0 fum_c,0,1000.0,Citric Acid Cycle
G3PD2_reverse,1.0 dhap_c + 1.0 nadph_c + 1.0 h_c -> 1.0 glyc3p_c + 1.0 nadp_c,0,1000.0,Alternate Carbon Metabolism
G6PDH2r_reverse,1.0 6pgl_c + 1.0 nadph_c + 1.0 h_c -> 1.0 g6p_c + 1.0 nadp_c,0,1000.0,Pentose Phosphate Pathway
GALKr_reverse,1.0 adp_c + 1.0 gal1p_c + 1.0 h_c -> 1.0 gal_c + 1.0 atp_c,0,1000.0,Alternate Carbon Metabolism
GAPD_reverse,1.0 nadh_c + 1.0 h_c + 1.0 13dpg_c -> 1.0 pi_c + 1.0 g3p_c + 1.0 nad_c,0,1000.0,Glycolysis/Gluconeogenesis
GARFT_reverse,1.0 fgam_c + 1.0 h_c + 1.0 thf_c -> 1.0 gar_c + 1.0 10fthf_c,0,1000.0,Purine and Pyrimidine Biosynthesis
GHBDHx_reverse,1.0 ghb_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 sucsal_c,0,1000.0,Arginine and Proline Metabolism
GHMT2r_reverse,1.0 h2o_c + 1.0 gly_c + 1.0 mlthf_c -> 1.0 ser_DASH_L_c + 1.0 thf_c,0,1000.0,Glycine and Serine Metabolism
GK1_reverse,1.0 gdp_c + 1.0 adp_c -> 1.0 gmp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
GLCATr_reverse,1.0 coa_c + 1.0 acglc_DASH_D_c -> 1.0 glc_DASH_D_c + 1.0 accoa_c,0,1000.0,Alternate Carbon Metabolism
GLTPD_reverse,1.0 nadh_c + 1.0 tag6p_DASH_D_c + 1.0 h_c -> 1.0 galt1p_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
GLYCtpp_reverse,1.0 glyc_p -> 1.0 glyc_c,0,1000.0,"Transport, Inner Membrane"
GUI1_reverse,1.0 fruur_c -> 1.0 glcur_c,0,1000.0,Alternate Carbon Metabolism
GUI2_reverse,1.0 tagur_c -> 1.0 galur_c,0,1000.0,Alternate Carbon Metabolism
H2Otex_reverse,1.0 h2o_p -> 1.0 h2o_e,0,1000.0,"Transport, Outer Membrane Porin"
H2Otpp_reverse,1.0 h2o_c -> 1.0 h2o_p,0,1000.0,"Transport, Inner Membrane"
HADPCOADH3_reverse,1.0 nadh_c + 1.0 oxadpcoa_c + 1.0 h_c -> 1.0 3hadpcoa_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
HPYRI_reverse,1.0 2h3oppan_c -> 1.0 hpyr_c,0,1000.0,Alternate Carbon Metabolism
HSDy_reverse,1.0 aspsa_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 hom_DASH_L_c,0,1000.0,Threonine and Lysine Metabolism
Htex_reverse,1.0 h_p -> 1.0 h_e,0,1000.0,"Transport, Outer Membrane Porin"
ICDHyr_reverse,1.0 akg_c + 1.0 co2_c + 1.0 nadph_c -> 1.0 icit_c + 1.0 nadp_c,0,1000.0,Citric Acid Cycle
IDOND_reverse,1.0 idon_DASH_L_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 5dglcn_c + 1.0 h_c,0,1000.0,Alternate Carbon Metabolism
ILETA_reverse,1.0 3mop_c + 1.0 glu_DASH_L_c -> 1.0 akg_c + 1.0 ile_DASH_L_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
IPPMIa_reverse,1.0 2ippm_c + 1.0 h2o_c -> 1.0 3c2hmp_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
IPPMIb_reverse,1.0 3c3hmp_c -> 1.0 2ippm_c + 1.0 h2o_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
LCARR_reverse,1.0 12ppd_DASH_R_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 lald_DASH_D_c,0,1000.0,Methylglyoxal Metabolism
LCARS_reverse,1.0 12ppd_DASH_S_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 lald_DASH_L_c,0,1000.0,Alternate Carbon Metabolism
LDH_D_reverse,1.0 pyr_c + 1.0 nadh_c + 1.0 h_c -> 1.0 lac_DASH_D_c + 1.0 nad_c,0,1000.0,Pyruvate Metabolism
LSERDHr_reverse,1.0 2amsa_c + 1.0 nadph_c + 1.0 h_c -> 1.0 ser_DASH_L_c + 1.0 nadp_c,0,1000.0,Glycine and Serine Metabolism
M1PD_reverse,1.0 nadh_c + 1.0 h_c + 1.0 f6p_c -> 1.0 mnl1p_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
MALTATr_reverse,1.0 coa_c + 1.0 acmalt_c -> 1.0 malt_c + 1.0 accoa_c,0,1000.0,Alternate Carbon Metabolism
MAN6PI_reverse,1.0 f6p_c -> 1.0 man6p_c,0,1000.0,Alternate Carbon Metabolism
MANAO_reverse,1.0 nadh_c + 1.0 fruur_c + 1.0 h_c -> 1.0 mana_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
MCITL2_reverse,1.0 succ_c + 1.0 pyr_c -> 1.0 micit_c,0,1000.0,Alternate Carbon Metabolism
MDH_reverse,1.0 nadh_c + 1.0 h_c + 1.0 oaa_c -> 1.0 mal_DASH_L_c + 1.0 nad_c,0,1000.0,Citric Acid Cycle
MEOHtex_reverse,1.0 meoh_p -> 1.0 meoh_e,0,1000.0,"Transport, Outer Membrane Porin"
MEOHtrpp_reverse,1.0 meoh_c -> 1.0 meoh_p,0,1000.0,"Transport, Inner Membrane"
MICITDr_reverse,1.0 micit_c -> 1.0 h2o_c + 1.0 2mcacn_c,0,1000.0,Alternate Carbon Metabolism
MLTP1_reverse,1.0 g1p_c + 1.0 maltttr_c -> 1.0 maltpt_c + 1.0 pi_c,0,1000.0,Alternate Carbon Metabolism
MLTP2_reverse,1.0 maltpt_c + 1.0 g1p_c -> 1.0 pi_c + 1.0 malthx_c,0,1000.0,Alternate Carbon Metabolism
MLTP3_reverse,1.0 malthx_c + 1.0 g1p_c -> 1.0 pi_c + 1.0 malthp_c,0,1000.0,Alternate Carbon Metabolism
MOX_reverse,1.0 h2o2_c + 1.0 oaa_c -> 1.0 o2_c + 1.0 mal_DASH_L_c,0,1000.0,Citric Acid Cycle
MTHFC_reverse,1.0 10fthf_c + 1.0 h_c -> 1.0 h2o_c + 1.0 methf_c,0,1000.0,Folate Metabolism
MTHFD_reverse,1.0 nadph_c + 1.0 methf_c -> 1.0 nadp_c + 1.0 mlthf_c,0,1000.0,Folate Metabolism
NDPK1_reverse,1.0 gtp_c + 1.0 adp_c -> 1.0 gdp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK2_reverse,1.0 utp_c + 1.0 adp_c -> 1.0 udp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK3_reverse,1.0 ctp_c + 1.0 adp_c -> 1.0 cdp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK4_reverse,1.0 dttp_c + 1.0 adp_c -> 1.0 dtdp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK5_reverse,1.0 dgtp_c + 1.0 adp_c -> 1.0 dgdp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK7_reverse,1.0 adp_c + 1.0 dctp_c -> 1.0 atp_c + 1.0 dcdp_c,0,1000.0,Nucleotide Salvage Pathway
NDPK8_reverse,1.0 datp_c + 1.0 adp_c -> 1.0 dadp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
OCBT_reverse,1.0 pi_c + 1.0 h_c + 1.0 citr_DASH_L_c -> 1.0 cbp_c + 1.0 orn_c,0,1000.0,Arginine and Proline Metabolism
PGI_reverse,1.0 f6p_c -> 1.0 g6p_c,0,1000.0,Glycolysis/Gluconeogenesis
PGK_reverse,1.0 13dpg_c + 1.0 adp_c -> 1.0 atp_c + 1.0 3pg_c,0,1000.0,Glycolysis/Gluconeogenesis
PGM_reverse,1.0 3pg_c -> 1.0 2pg_c,0,1000.0,Glycolysis/Gluconeogenesis
PGMT_reverse,1.0 g6p_c -> 1.0 g1p_c,0,1000.0,Alternate Carbon Metabolism
PHETA1_reverse,1.0 phpyr_c + 1.0 glu_DASH_L_c -> 1.0 akg_c + 1.0 phe_DASH_L_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
PMANM_reverse,1.0 man6p_c -> 1.0 man1p_c,0,1000.0,Alternate Carbon Metabolism
POR5_reverse,1.0 co2_c + 2.0 flxr_c + 1.0 h_c + 1.0 accoa_c -> 2.0 flxso_c + 1.0 pyr_c + 1.0 coa_c,0,1000.0,Pyruvate Metabolism
PPAKr_reverse,1.0 ppa_c + 1.0 atp_c -> 1.0 adp_c + 1.0 ppap_c,0,1000.0,Alternate Carbon Metabolism
PPK2r_reverse,1.0 pppi_c + 1.0 adp_c -> 1.0 ppi_c + 1.0 atp_c,0,1000.0,Oxidative Phosphorylation
PPKr_reverse,1.0 ppi_c + 1.0 adp_c -> 1.0 pi_c + 1.0 atp_c,0,1000.0,Oxidative Phosphorylation
PPM_reverse,1.0 r5p_c -> 1.0 r1p_c,0,1000.0,Alternate Carbon Metabolism
PPM2_reverse,1.0 2dr5p_c -> 1.0 2dr1p_c,0,1000.0,Alternate Carbon Metabolism
PRMICI_reverse,1.0 prlp_c -> 1.0 prfp_c,0.0,0.0,Histidine Metabolism
PRPPS_reverse,1.0 amp_c + 1.0 prpp_c + 1.0 h_c -> 1.0 r5p_c + 1.0 atp_c,0,1000.0,Histidine Metabolism
PSCVT_reverse,1.0 pi_c + 1.0 3psme_c -> 1.0 pep_c + 1.0 skm5p_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
PTAr_reverse,1.0 coa_c + 1.0 actp_c -> 1.0 pi_c + 1.0 accoa_c,0,1000.0,Pyruvate Metabolism
PUNP1_reverse,1.0 ade_c + 1.0 r1p_c -> 1.0 pi_c + 1.0 adn_c,0,1000.0,Nucleotide Salvage Pathway
PUNP2_reverse,1.0 2dr1p_c + 1.0 ade_c -> 1.0 pi_c + 1.0 dad_DASH_2_c,0,1000.0,Nucleotide Salvage Pathway
PUNP3_reverse,1.0 gua_c + 1.0 r1p_c -> 1.0 pi_c + 1.0 gsn_c,0,1000.0,Nucleotide Salvage Pathway
PUNP4_reverse,1.0 gua_c + 1.0 2dr1p_c -> 1.0 dgsn_c + 1.0 pi_c,0,1000.0,Nucleotide Salvage Pathway
PUNP5_reverse,1.0 hxan_c + 1.0 r1p_c -> 1.0 pi_c + 1.0 ins_c,0,1000.0,Nucleotide Salvage Pathway
PUNP6_reverse,1.0 2dr1p_c + 1.0 hxan_c -> 1.0 din_c + 1.0 pi_c,0,1000.0,Nucleotide Salvage Pathway
PUNP7_reverse,1.0 r1p_c + 1.0 xan_c -> 1.0 pi_c + 1.0 xtsn_c,0,1000.0,Nucleotide Salvage Pathway
PYNP2r_reverse,1.0 ura_c + 1.0 r1p_c -> 1.0 uri_c + 1.0 pi_c,0,1000.0,Nucleotide Salvage Pathway
QUINDH_reverse,1.0 nadh_c + 1.0 3dhq_c + 2.0 h_c -> 1.0 quin_c + 1.0 nad_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
RBP4E_reverse,1.0 xu5p_DASH_D_c -> 1.0 ru5p_DASH_L_c,0,1000.0,Alternate Carbon Metabolism
REPHACCOAI_reverse,1.0 2oxpaccoa_c -> 1.0 rephaccoa_c,0,1000.0,Alternate Carbon Metabolism
RMI_reverse,1.0 rml_c -> 1.0 rmn_c,0,1000.0,Alternate Carbon Metabolism
RMPA_reverse,1.0 dhap_c + 1.0 lald_DASH_L_c -> 1.0 rml1p_c,0,1000.0,Alternate Carbon Metabolism
RPE_reverse,1.0 xu5p_DASH_D_c -> 1.0 ru5p_DASH_D_c,0,1000.0,Pentose Phosphate Pathway
RPI_reverse,1.0 ru5p_DASH_D_c -> 1.0 r5p_c,0,1000.0,Pentose Phosphate Pathway
SBTPD_reverse,1.0 nadh_c + 1.0 h_c + 1.0 f6p_c -> 1.0 nad_c + 1.0 sbt6p_c,0,1000.0,Alternate Carbon Metabolism
SDPTA_reverse,1.0 sl2a6o_c + 1.0 glu_DASH_L_c -> 1.0 akg_c + 1.0 sl26da_c,0,1000.0,Threonine and Lysine Metabolism
SERAT_reverse,1.0 acser_c + 1.0 coa_c -> 1.0 ser_DASH_L_c + 1.0 accoa_c,0,1000.0,Cysteine Metabolism
SHK3Dr_reverse,1.0 nadp_c + 1.0 skm_c -> 1.0 3dhsk_c + 1.0 nadph_c + 1.0 h_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
SUCOAS_reverse,1.0 pi_c + 1.0 succoa_c + 1.0 adp_c -> 1.0 succ_c + 1.0 coa_c + 1.0 atp_c,0,1000.0,Citric Acid Cycle
TAGURr_reverse,1.0 nadh_c + 1.0 tagur_c + 1.0 h_c -> 1.0 altrn_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
TALA_reverse,1.0 e4p_c + 1.0 f6p_c -> 1.0 g3p_c + 1.0 s7p_c,0,1000.0,Pentose Phosphate Pathway
TGBPA_reverse,1.0 dhap_c + 1.0 g3p_c -> 1.0 tagdp_DASH_D_c,0,1000.0,Alternate Carbon Metabolism
THRt2rpp_reverse,1.0 thr_DASH_L_c + 1.0 h_c -> 1.0 thr_DASH_L_p + 1.0 h_p,0,1000.0,"Transport, Inner Membrane"
TKT1_reverse,1.0 g3p_c + 1.0 s7p_c -> 1.0 r5p_c + 1.0 xu5p_DASH_D_c,0,1000.0,Pentose Phosphate Pathway
TKT2_reverse,1.0 g3p_c + 1.0 f6p_c -> 1.0 e4p_c + 1.0 xu5p_DASH_D_c,0,1000.0,Pentose Phosphate Pathway
TMDPP_reverse,1.0 2dr1p_c + 1.0 thym_c -> 1.0 pi_c + 1.0 thymd_c,0,1000.0,Nucleotide Salvage Pathway
TPI_reverse,1.0 g3p_c -> 1.0 dhap_c,0,1000.0,Glycolysis/Gluconeogenesis
TRPAS2_reverse,1.0 pyr_c + 1.0 indole_c + 1.0 nh4_c -> 1.0 h2o_c + 1.0 trp_DASH_L_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
TRSARr_reverse,1.0 glyc_DASH_R_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 2h3oppan_c + 1.0 h_c,0,1000.0,Alternate Carbon Metabolism
TYRTA_reverse,1.0 glu_DASH_L_c + 1.0 34hpp_c -> 1.0 akg_c + 1.0 tyr_DASH_L_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
UDPG4E_reverse,1.0 udpgal_c -> 1.0 udpg_c,0,1000.0,Alternate Carbon Metabolism
UGLT_reverse,1.0 udpgal_c + 1.0 g1p_c -> 1.0 udpg_c + 1.0 gal1p_c,0,1000.0,Alternate Carbon Metabolism
UMPK_reverse,1.0 udp_c + 1.0 adp_c -> 1.0 ump_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
VALTA_reverse,1.0 glu_DASH_L_c + 1.0 3mob_c -> 1.0 akg_c + 1.0 val_DASH_L_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
VPAMTr_reverse,1.0 pyr_c + 1.0 val_DASH_L_c -> 1.0 ala_DASH_L_c + 1.0 3mob_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
XYLI1_reverse,1.0 xylu_DASH_D_c -> 1.0 xyl_DASH_D_c,0,1000.0,Alternate Carbon Metabolism
XYLI2_reverse,1.0 fru_c -> 1.0 glc_DASH_D_c,0,1000.0,Alternate Carbon Metabolism
glu_DASH_L_to_glu5sa,1.0 glu_DASH_L_c + 1.0 nadph_c + 1.0 h_c + 1.0 atp_c -> 1.0 glu5sa_c + 1.0 pi_c + 1.0 nadp_c + 1.0 adp_c,0.0,1000.0,
hom_DASH_L_to_thr_DASH_L,1.0 h2o_c + 1.0 hom_DASH_L_c + 1.0 atp_c -> 1.0 thr_DASH_L_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,
prpp_to_his_DASH_L,3.0 h2o_c + 1.0 gln_DASH_L_c + 1.0 prpp_c + 2.0 nad_c + 1.0 atp_c -> 1.0 akg_c + 2.0 nadh_c + 1.0 aicar_c + 2.0 ppi_c + 5.0 h_c + 1.0 pi_c + 1.0 his_DASH_L_c,0.0,1000.0,
UMPSYN_anaerobic,1.0 mqn8_c + 1.0 cbp_c + 1.0 asp_DASH_L_c + 1.0 h_c + 1.0 prpp_c -> 1.0 ump_c + 1.0 h2o_c + 1.0 pi_c + 1.0 ppi_c + 1.0 co2_c + 1.0 mql8_c,0.0,1000.0,
3pg_to_ser_DASH_L,1.0 glu_DASH_L_c + 1.0 h2o_c + 1.0 nad_c + 1.0 3pg_c -> 1.0 akg_c + 1.0 ser_DASH_L_c + 1.0 pi_c + 1.0 nadh_c + 1.0 h_c,0.0,1000.0,
imp_to_gmp,2.0 h2o_c + 1.0 nad_c + 1.0 imp_c + 1.0 atp_c + 1.0 gln_DASH_L_c -> 1.0 gmp_c + 1.0 ppi_c + 3.0 h_c + 1.0 glu_DASH_L_c + 1.0 nadh_c + 1.0 amp_c,0.0,1000.0,
imp_to_amp,1.0 gtp_c + 1.0 asp_DASH_L_c + 1.0 imp_c -> 1.0 fum_c + 1.0 pi_c + 1.0 gdp_c + 2.0 h_c + 1.0 amp_c,0.0,1000.0,
GTHSYN,1.0 glu_DASH_L_c + 1.0 cys_DASH_L_c + 2.0 atp_c + 1.0 gly_c -> 2.0 pi_c + 1.0 gthrd_c + 2.0 h_c + 2.0 adp_c,0.0,1000.0,
pyr_to_23dhmb,2.0 pyr_c + 1.0 nadph_c + 2.0 h_c -> 1.0 co2_c + 1.0 nadp_c + 1.0 23dhmb_c,0.0,1000.0,
thre_DASH_L_to_gly,1.0 thr_DASH_L_c + 1.0 coa_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 gly_c + 1.0 accoa_c + 1.0 h_c,0.0,1000.0,
UMPSYN_aerobic,1.0 cbp_c + 1.0 asp_DASH_L_c + 1.0 q8_c + 1.0 prpp_c + 1.0 h_c -> 1.0 ump_c + 1.0 h2o_c + 1.0 pi_c + 1.0 q8h2_c + 1.0 ppi_c + 1.0 co2_c,0.0,1000.0,
FADSYN_1,1.0 nadph_c + 5.0 h2o_c + 2.0 dmlz_c + 1.0 gtp_c -> 1.0 nadp_c + 1.0 ppi_c + 2.0 4r5au_c + 1.0 for_c + 1.0 pi_c + 1.0 nh4_c + 1.0 ribflv_c,0.0,1000.0,
FADSYN_2,1.0 4r5au_c + 1.0 ru5p_DASH_D_c -> 2.0 h2o_c + 1.0 pi_c + 1.0 dmlz_c + 1.0 h_c + 1.0 for_c,0.0,1000.0,
FADSYN_3,2.0 atp_c + 1.0 ribflv_c -> 1.0 ppi_c + 1.0 adp_c + 1.0 fad_c,0.0,1000.0,
2obut_and_pyr_to_3mop,1.0 pyr_c + 1.0 2obut_c + 1.0 nadph_c + 2.0 h_c -> 1.0 3mop_c + 1.0 h2o_c + 1.0 co2_c + 1.0 nadp_c,0.0,1000.0,
e4p_and_pep_to_3dhq,1.0 pep_c + 1.0 h2o_c + 1.0 e4p_c -> 2.0 pi_c + 1.0 3dhq_c,0.0,1000.0,
glu_DASH_L_to_acg5p,1.0 glu_DASH_L_c + 1.0 accoa_c + 1.0 atp_c -> 1.0 acg5p_c + 1.0 coa_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,
g1p_to_glycogen,1.0 atp_c + 1.0 g1p_c -> 1.0 ppi_c + 1.0 adp_c + 1.0 glycogen_c,0.0,1000.0,
THFSYN,1.0 chor_c + 1.0 gtp_c + 3.0 h2o_c + 2.0 atp_c + 1.0 gln_DASH_L_c -> 1.0 adp_c + 2.0 ppi_c + 1.0 amp_c + 1.0 for_c + 1.0 dhf_c + 2.0 pi_c + 1.0 pyr_c + 1.0 gcald_c + 5.0 h_c,0.0,1000.0,
aspsa_to_sl2a6o,1.0 aspsa_c + 1.0 pyr_c + 1.0 nadph_c + 1.0 succoa_c -> 1.0 sl2a6o_c + 1.0 h2o_c + 1.0 nadp_c + 1.0 coa_c,0.0,1000.0,
NADSYN_aerobic,1.0 o2_c + 3.0 atp_c + 1.0 dhap_c + 1.0 asp_DASH_L_c + 1.0 nh4_c + 1.0 prpp_c -> 2.0 h2o_c + 1.0 nadp_c + 3.0 ppi_c + 1.0 h2o2_c + 1.0 pi_c + 1.0 amp_c + 1.0 adp_c + 1.0 co2_c,0.0,1000.0,
chor_and_prpp_to_3ig3p,1.0 chor_c + 1.0 prpp_c + 1.0 gln_DASH_L_c -> 1.0 h2o_c + 1.0 ppi_c + 1.0 glu_DASH_L_c + 1.0 co2_c + 1.0 pyr_c + 1.0 3ig3p_c,0.0,1000.0,
